migration_id,paper_id,old_record_type,old_record_id_or_locator,new_record_type,new_record_id,migration_action,confidence,needs_review,notes
MIG-00328,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0032,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00329,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0033,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00330,C016,schema_gap_or_composite_record,"PDF p.13, Fig. 6 labels",parameter_record,PAR-C016-0034,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00331,C031,schema_gap_or_composite_record,"PDF p.8, baseline",parameter_record,PAR-C031-0023,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00332,C031,schema_gap_or_composite_record,"PDF p.8, baseline",parameter_record,PAR-C031-0024,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00333,D017,schema_gap_or_composite_record,"PDF p.1, Abstract",parameter_record,PAR-D017-0038,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00334,D017,schema_gap_or_composite_record,"PDF p.1, Abstract",parameter_record,PAR-D017-0039,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00335,D017,schema_gap_or_composite_record,"PDF p.1, Abstract",parameter_record,PAR-D017-0040,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00336,D017,schema_gap_or_composite_record,"PDF p.1, Abstract",parameter_record,PAR-D017-0041,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00337,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0030,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00338,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0031,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00339,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0032,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00340,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0033,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00341,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0034,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00342,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0035,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00343,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0036,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00344,D009,schema_gap_or_composite_record,"PDF p.12, Table 3",parameter_record,PAR-D009-0037,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00345,A022,schema_gap_or_composite_record,"PDF p.3, Fig. 2 and Table 2",parameter_record,PAR-A022-0021,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00346,A022,schema_gap_or_composite_record,"PDF p.3, Fig. 2 and Table 2",parameter_record,PAR-A022-0022,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00347,A022,schema_gap_or_composite_record,"PDF p.3, Fig. 2 and Table 2",parameter_record,PAR-A022-0023,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00348,A022,schema_gap_or_composite_record,"PDF p.3, Fig. 2 and Table 2",parameter_record,PAR-A022-0024,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00349,A022,schema_gap_or_composite_record,"PDF p.3, Fig. 2 and Table 2",parameter_record,PAR-A022-0025,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00350,A016,schema_gap_or_composite_record,"PDF p.9, Table 5",parameter_record,PAR-A016-0019,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00351,A016,schema_gap_or_composite_record,"PDF p.9, Table 5",parameter_record,PAR-A016-0020,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00352,A016,schema_gap_or_composite_record,"PDF p.9, Table 5",parameter_record,PAR-A016-0021,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00353,A016,schema_gap_or_composite_record,"PDF p.9, Table 5",parameter_record,PAR-A016-0022,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00354,A016,schema_gap_or_composite_record,"PDF p.9, Table 5",parameter_record,PAR-A016-0023,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00355,A022,schema_gap_or_composite_record,"PDF p.4, injection conditions",parameter_record,PAR-A022-0026,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00356,A022,schema_gap_or_composite_record,"PDF p.4, injection conditions",parameter_record,PAR-A022-0027,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00357,A022,schema_gap_or_composite_record,"PDF p.4, injection conditions",parameter_record,PAR-A022-0028,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00358,A022,schema_gap_or_composite_record,"PDF p.12, Sec. 3.4",parameter_record,PAR-A022-0029,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00359,C031,schema_gap_or_composite_record,"PDF p.19, Fig. 16",parameter_record,PAR-C031-0025,created_atomic_or_missing_component_record,high,no,No numeric value was inferred; explicit source value or NV/NR only.
MIG-00360,B011,source_location,"PDF p.1, Abstract",source_locator,LOC-B011-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00361,B011,source_location,"PDF p.6, numerical setup",source_locator,LOC-B011-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00362,B011,source_location,"PDF p.3, NPR definition",source_locator,LOC-B011-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00363,B011,source_location,"PDF p.6, case conditions",source_locator,LOC-B011-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00364,B011,source_location,"PDF p.7, validation",source_locator,LOC-B011-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00365,B011,source_location,"PDF p.16, results",source_locator,LOC-B011-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00366,C014,source_location,"PDF p.1, Abstract",source_locator,LOC-C014-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00367,C014,source_location,"PDF p.5, Table 1",source_locator,LOC-C014-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00368,C016,source_location,"PDF p.1, Abstract",source_locator,LOC-C016-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00369,C016,source_location,"PDF p.8, definitions",source_locator,LOC-C016-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00370,C016,source_location,"PDF p.13, Fig. 6 labels",source_locator,LOC-C016-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00371,C016,source_location,"PDF p.13, Fig. 6",source_locator,LOC-C016-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00372,D003,source_location,"PDF p.1, Abstract",source_locator,LOC-D003-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00373,D003,source_location,"PDF p.3, Table 1",source_locator,LOC-D003-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00374,D003,source_location,"PDF p.5, pressure analysis",source_locator,LOC-D003-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00375,D003,source_location,"PDF p.9, response discussion",source_locator,LOC-D003-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00376,D003,source_location,"PDF p.6, model assumptions",source_locator,LOC-D003-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00377,B013,source_location,"PDF p.1, Abstract",source_locator,LOC-B013-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00378,B013,source_location,"PDF p.5, Table 1",source_locator,LOC-B013-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00379,B013,source_location,"PDF p.14, Conclusions",source_locator,LOC-B013-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00380,B013,source_location,"PDF p.11, transient results",source_locator,LOC-B013-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00381,B013,source_location,"PDF p.12, Figs. 17–18",source_locator,LOC-B013-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00382,B029,source_location,"PDF p.1, Abstract",source_locator,LOC-B029-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00383,B029,source_location,"PDF p.3, Fig. 1",source_locator,LOC-B029-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00384,B029,source_location,"PDF p.3, method",source_locator,LOC-B029-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00385,B029,source_location,"PDF p.3, definition",source_locator,LOC-B029-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00386,B029,source_location,"PDF p.5, pressure trace",source_locator,LOC-B029-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00387,B029,source_location,"PDF p.9, results",source_locator,LOC-B029-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00388,B029,source_location,"PDF p.7, Table 3",source_locator,LOC-B029-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00389,C031,source_location,"PDF p.1, Abstract",source_locator,LOC-C031-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00390,C031,source_location,"PDF p.8, Table II",source_locator,LOC-C031-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00391,C031,source_location,"PDF p.8, baseline case",source_locator,LOC-C031-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00392,C031,source_location,"PDF p.8, baseline",source_locator,LOC-C031-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00393,C031,source_location,"PDF p.6, model coefficients",source_locator,LOC-C031-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00394,C031,source_location,"PDF p.8, case definition",source_locator,LOC-C031-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00395,C031,source_location,"PDF p.18, case definition",source_locator,LOC-C031-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00396,D017,source_location,"PDF p.1, Abstract",source_locator,LOC-D017-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00397,D017,source_location,"PDF p.5, methods",source_locator,LOC-D017-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00398,D017,source_location,"PDF p.6, results",source_locator,LOC-D017-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00399,D017,source_location,"PDF p.4, Table 2",source_locator,LOC-D017-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00400,D017,source_location,"PDF p.6, image processing",source_locator,LOC-D017-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00401,D017,source_location,"PDF p.8, model setup",source_locator,LOC-D017-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00402,D017,source_location,"PDF p.9, Table 4",source_locator,LOC-D017-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00403,A020,source_location,"PDF p.1, Abstract",source_locator,LOC-A020-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00404,A020,source_location,"PDF p.2, Table 1",source_locator,LOC-A020-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00405,A020,source_location,"PDF p.3, Table 2",source_locator,LOC-A020-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00406,A020,source_location,"PDF p.4, Injection settings",source_locator,LOC-A020-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00407,A020,source_location,"PDF p.1, study configuration",source_locator,LOC-A020-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00408,A020,source_location,"PDF p.4, Table 3",source_locator,LOC-A020-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00409,A020,source_location,"PDF p.7, definitions",source_locator,LOC-A020-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00410,A022,source_location,"PDF p.1, Abstract",source_locator,LOC-A022-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00411,A022,source_location,"PDF p.4, Table 2",source_locator,LOC-A022-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00412,A022,source_location,"PDF p.4, injection conditions",source_locator,LOC-A022-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00413,A022,source_location,"PDF p.12, Sec. 3.4",source_locator,LOC-A022-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00414,A022,source_location,"PDF p.1, study configuration",source_locator,LOC-A022-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00415,A022,source_location,"PDF p.3, Fig. 2 and Table 2",source_locator,LOC-A022-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00416,A022,source_location,"PDF p.3, Table 1",source_locator,LOC-A022-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00417,A016,source_location,"PDF p.1, Abstract",source_locator,LOC-A016-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00418,A016,source_location,"PDF p.4, CFD model",source_locator,LOC-A016-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00419,A016,source_location,"PDF p.3, model",source_locator,LOC-A016-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00420,A016,source_location,"PDF p.4, model",source_locator,LOC-A016-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00421,A016,source_location,"PDF p.1, study configuration",source_locator,LOC-A016-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00422,A016,source_location,"PDF p.9, Table 5",source_locator,LOC-A016-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00423,A016,source_location,"PDF p.9, Figs. 15–17",source_locator,LOC-A016-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00424,A016,source_location,"PDF p.12, Conclusions",source_locator,LOC-A016-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00425,D009,source_location,"PDF p.1, Abstract",source_locator,LOC-D009-0001,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00426,D009,source_location,"PDF p.3, Eq. 6",source_locator,LOC-D009-0002,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00427,D009,source_location,"PDF p.3, Eq. 10",source_locator,LOC-D009-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00428,D009,source_location,"PDF p.2, assumptions",source_locator,LOC-D009-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00429,D009,source_location,"PDF p.10, Table 2",source_locator,LOC-D009-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00430,D009,source_location,"PDF p.12, Table 3",source_locator,LOC-D009-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00431,D009,source_location,"PDF p.12, Tables 3–4",source_locator,LOC-D009-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00432,A016,source_location,"PDF p.12, Conclusion item 1",source_locator,LOC-A016-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00433,A016,source_location,"PDF p.12, Conclusion item 2",source_locator,LOC-A016-0010,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00434,A020,source_location,"PDF p.16, Conclusions",source_locator,LOC-A020-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00435,A020,source_location,"PDF p.16, Conclusion item 4",source_locator,LOC-A020-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00436,A022,source_location,"PDF p.14, Conclusion item 3",source_locator,LOC-A022-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00437,B011,source_location,"PDF p.21, Conclusions",source_locator,LOC-B011-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00438,B013,source_location,"PDF p.12, Figs. 17–18 and discussion",source_locator,LOC-B013-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00439,B029,source_location,"PDF p.9, Figs. 8–12 and discussion",source_locator,LOC-B029-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00440,B029,source_location,"PDF p.7, Table 3 and pressure histories",source_locator,LOC-B029-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00441,C014,source_location,"PDF p.15, Sec. 4 Conclusions",source_locator,LOC-C014-0003,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00442,C014,source_location,"PDF p.5, Table 1 and Eqs. 1–3",source_locator,LOC-C014-0004,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00443,C016,source_location,"PDF p.29, Conclusions",source_locator,LOC-C016-0005,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00444,C031,source_location,"PDF p.20, Conclusions",source_locator,LOC-C031-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00445,C031,source_location,"PDF p.19, Fig. 16",source_locator,LOC-C031-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00446,D003,source_location,"PDF p.10, Conclusions",source_locator,LOC-D003-0006,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00447,D003,source_location,"PDF p.9, Figs. 12–13 and discussion",source_locator,LOC-D003-0007,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00448,D009,source_location,"PDF p.3, Eqs. 6–10",source_locator,LOC-D009-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00449,D009,source_location,"PDF p.12, Table 3 and quench discussion",source_locator,LOC-D009-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00450,D017,source_location,"PDF p.10, Conclusions",source_locator,LOC-D017-0008,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00451,D017,source_location,PDF pp.9–10,source_locator,LOC-D017-0009,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00452,C031,source_location,PDF pp.9–20,source_locator,LOC-C031-0010,structured_without_guessing,high,no,raw_locator retained verbatim.
MIG-00453,B011,pilot_derived_structure,LOC-B011-0003,ratio_definition,RATIO-B011-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00454,B011,pilot_derived_structure,LOC-B011-0003,ratio_definition,RATIO-B011-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00455,B011,pilot_derived_structure,LOC-B011-0003,ratio_definition,RATIO-B011-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00456,B011,pilot_derived_structure,LOC-B011-0003,ratio_definition,RATIO-B011-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00457,B011,pilot_derived_structure,LOC-B011-0003,ratio_definition,RATIO-B011-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00458,B013,pilot_derived_structure,LOC-B013-0003,ratio_definition,RATIO-B013-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00459,B029,pilot_derived_structure,LOC-B029-0004,ratio_definition,RATIO-B029-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00460,D009,pilot_derived_structure,LOC-D009-0006,ratio_definition,RATIO-D009-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00461,D009,pilot_derived_structure,LOC-D009-0006,ratio_definition,RATIO-D009-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00462,D009,pilot_derived_structure,LOC-D009-0006,ratio_definition,RATIO-D009-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00463,D009,pilot_derived_structure,LOC-D009-0006,ratio_definition,RATIO-D009-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00464,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00465,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00466,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00467,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00468,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00469,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00470,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00471,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-008,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00472,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-009,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00473,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-010,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00474,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-011,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00475,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-012,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00476,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-013,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00477,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-014,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00478,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-015,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00479,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-016,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00480,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-017,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00481,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-018,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00482,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-019,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00483,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-020,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00484,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-021,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00485,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-022,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00486,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-023,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00487,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-024,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00488,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-025,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00489,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-026,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00490,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-027,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00491,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-028,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00492,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-029,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00493,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-030,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00494,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-031,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00495,C014,pilot_derived_structure,LOC-C014-0002,dimensionless_definition,DIM-C014-032,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00496,C016,pilot_derived_structure,LOC-C016-0002,dimensionless_definition,DIM-C016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00497,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00498,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00499,C016,pilot_derived_structure,LOC-C016-0002,dimensionless_definition,DIM-C016-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00500,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00501,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00502,C016,pilot_derived_structure,LOC-C016-0002,dimensionless_definition,DIM-C016-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00503,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-008,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00504,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-009,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
