paper_id,source_record_id,library_primary,library_secondary,record_status,title,authors,first_author,year,journal,volume,issue,pages_or_article_number,doi,doi_status,publication_type,language,bibtex_key,relevance_grade,relevance_score,relevance_reason,must_read,reading_tier,reading_priority,final_decision,exclusion_reason,chapter_primary,chapter_secondary,chapter_role,topic_tags,parameter_groups,pdf_status,pdf_filename,pdf_relpath,pdf_match_status,text_status,note_status,extraction_status,evidence_status,citation_status,source_database,source_url,search_batch_id,verification_flags,date_added,date_updated,notes
C032,C-PC-06,C,,retained,Full Length Article Aerodynamic breakup of an n-decane droplet in a high temperature gas environment,"George Strotos a,b,⇑, Ilias Malgarinos a, Nikos Nikolopoulos a,c, Manolis Gavaises a",Strotos,2016,,,,,10.1016/j.fuel.2016.08.014,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,02_PDF_Raw/C/C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
C033,C-MD-01,C,,retained,RESEARCH ARTICLE | NOVEMBER 07 2011 Experimental investigation of the propagation of a planar shock wave through a two-phase gas-liquid medium,A. Chauvin; G. Jourdan; E. Daniel; L. Houas; R. Tosello,Chauvin,2011,,,,,10.1063/1.3657083,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,02_PDF_Raw/C/C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C034,C-MD-02,C,,retained,Shock waves in sprays: numerical study of secondary atomization and experimental comparison,A. Chauvin,Chauvin,2016,,,,,10.1007/s00193-015-0593-0,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-MD-02_2016_Chauvin_ShockWaves_Sprays_SecondaryAtomization.pdf,02_PDF_Raw/C/C-MD-02_2016_Chauvin_ShockWaves_Sprays_SecondaryAtomization.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
C035,C-MD-03,C,,retained,RESEARCH ARTICLE | JANUARY 29 2021 Experimental investigation of shock-induced tandem droplet breakup,Zhaoguang Wang (王召光) ,Wang,2021,,,,,10.1063/5.0039098,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,02_PDF_Raw/C/C-MD-03_2021_Wang_ShockInduced_TandemDroplet_Breakup.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
C036,C-MD-04,C,,retained,Shock-induced aerobreakup of parallel-arranged droplets,Jianfeng Guo; Peng Kang; Kai Mu; Ting Si,Guo,2026,Physical Review Fluids,,,,10.1103/5398-z2gf,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,02_PDF_Raw/C/C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
D001,D-IC-01,D,,retained,Effect of Ambient Temperature and Density on Shock Wave Generation in a Diesel Engine,Sanghoon Kook; Lyle M. Pickett,Kook,2010,Atomization and Sprays,,,,10.1615/AtomizSpr.v20.i2.50,unverified,,,,,,,,tier3,,keep,,,,,,,downloaded,D-IC-01_2010_Kook_AmbientTemperatureDensity_ShockWave_DieselEngine.pdf,02_PDF_Raw/D/D-IC-01_2010_Kook_AmbientTemperatureDensity_ShockWave_DieselEngine.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
D002,D-IC-02,D,,retained,Effect of shock waves on the evolution of high-pressure fuel jets,"Weidi Huang a,b, Zhijun Wu b,⇑, Ya Gao b, Lin Zhang b",Huang,2015,,,,,10.1016/j.apenergy.2015.08.053,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-IC-02_2015_Huang_ShockWaves_HighPressure_FuelJets.pdf,02_PDF_Raw/D/D-IC-02_2015_Huang_ShockWaves_HighPressure_FuelJets.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D003,D-IC-03,D,,retained,Potential of a jet-induced shock wave to influence an upstream droplet cloud in compression-ignition engines using multiple injection strategies,,Tetrault,2018,International Journal of Multiphase Flow,,,,10.1016/j.ijmultiphaseflow.2018.01.001,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,D-IC-03_2018_Tetrault_JetInducedShockWave_UpstreamDropletCloud.pdf,02_PDF_Raw/D/D-IC-03_2018_Tetrault_JetInducedShockWave_UpstreamDropletCloud.pdf,matched,processed,complete,partial,partial,unverified,,,,,2026-08-30,2026-08-30,
D004,D-IC-04,D,,retained,Experimental research on the effect of reflected shock waves on the evolution of a high-pressure diesel spray,Yue Li,Li,2019,,,,,10.1016/j.expthermflusci.2019.01.025,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,D-IC-04_2019_Li_ReflectedShockWaves_HighPressure_DieselSpray.pdf,02_PDF_Raw/D/D-IC-04_2019_Li_ReflectedShockWaves_HighPressure_DieselSpray.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
D005,D-IC-05,D,,retained,Potential for Shock-Wave Generation at Diesel Engine Conditions and Its Influence on Spray Characteristics,"Weidi Huang, Huifeng Gong, Raditya Hendra Pratama, Seoksu Moon, Keiji Takagi and Zhili Chen",Huang,2020,,,,,10.3390/en13236465,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-IC-05_2020_Huang_ShockWaveGeneration_DieselEngine_SprayCharacteristics.pdf,02_PDF_Raw/D/D-IC-05_2020_Huang_ShockWaveGeneration_DieselEngine_SprayCharacteristics.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D006,D-RDE-01,D,,retained,Eulerian[formula omitted]Lagrangian modelling of rotating detonative combustion in partially pre-vaporized n -heptane sprays with hydrogen addition,Qingyang Meng,Meng,2021,,,,,10.1016/j.fuel.2020.119808,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,D-RDE-01_2021_Meng_NHeptaneSprays_Hydrogen_RotatingDetonation.pdf,02_PDF_Raw/D/D-RDE-01_2021_Meng_NHeptaneSprays_Hydrogen_RotatingDetonation.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
D007,D-RDE-02,D,,retained,Numerical study on rotating detonation stability in two-phase kerosene-air mixture,Zhaoxin Ren,Ren,2021,,,,,10.1016/j.combustflame.2021.111484,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-02_2021_Ren_TwoPhase_KeroseneAir_RotatingDetonation_Stability.pdf,02_PDF_Raw/D/D-RDE-02_2021_Ren_TwoPhase_KeroseneAir_RotatingDetonation_Stability.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D008,D-RDE-03,D,,retained,Simulations of rotating detonation combustion with in-situ evaporating bi-disperse n -heptane sprays,Shan Jin,Jin,2022,,,,,10.1016/j.fuel.2021.123087,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,D-RDE-03_2022_Jin_Bidisperse_NHeptaneSprays_RotatingDetonation.pdf,02_PDF_Raw/D/D-RDE-03_2022_Jin_Bidisperse_NHeptaneSprays_RotatingDetonation.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
D009,D-RDE-04,D,,retained,On the propagation stability of droplet-laden two-phase rotating detonation waves,Haocheng Wen,Wen,2022,,,,,10.1016/j.combustflame.2022.112271,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,D-RDE-04_2022_Wen_DropletLaden_RotatingDetonation_PropagationStability.pdf,02_PDF_Raw/D/D-RDE-04_2022_Wen_DropletLaden_RotatingDetonation_PropagationStability.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
D010,D-RDE-05,D,,retained,Simulation of liquid droplets combustion in a rotating detonation engine,Marc Salvadori,Salvadori,2023,,,,,10.1016/j.proci.2022.09.002,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-05_2023_Salvadori_LiquidDroplet_Combustion_RotatingDetonation.pdf,02_PDF_Raw/D/D-RDE-05_2023_Salvadori_LiquidDroplet_Combustion_RotatingDetonation.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D011,D-RDE-06,D,,retained,Effects of droplet evaporation on the flow field of hydrogen-enhanced rotating detonation engines with liquid kerosene,Songbai Yao,Yao,2023,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2023.04.314,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-06_2023_Yao_DropletEvaporation_HydrogenEnhanced_Kerosene_RDE.pdf,02_PDF_Raw/D/D-RDE-06_2023_Yao_DropletEvaporation_HydrogenEnhanced_Kerosene_RDE.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D012,D-RDE-07,D,,retained,Investigation of multi-stage evaporation and wave multiplicity of two-phase rotating detonation waves fueled by ethanol,Jianghong Li,Li,2023,,,,,10.1016/j.actaastro.2023.08.037,verified,,,,,,,,tier3,,keep,,,,,,,downloaded,D-RDE-07_2023_Li_MultistageEvaporation_WaveMultiplicity_Ethanol_RDE.pdf,02_PDF_Raw/D/D-RDE-07_2023_Li_MultistageEvaporation_WaveMultiplicity_Ethanol_RDE.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-30,
D013,D-RDE-08,D,,retained,Effects of the droplet size and engine size on two-phase kerosene/air rotating detonation engines in flight operation conditions,Wenbo Cao,Cao,2024,,,,,10.1016/j.actaastro.2024.07.002,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-08_2024_Cao_DropletSize_EngineSize_KeroseneAir_RDE.pdf,02_PDF_Raw/D/D-RDE-08_2024_Cao_DropletSize_EngineSize_KeroseneAir_RDE.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D014,D-RDE-09,D,,retained,Characterization of droplet kinematics and spatial distribution in a two-phase ethanol-fueled rotating detonation flow field,Jianghong Li,Li,2025,International Journal of Hydrogen Energy,,,,10.1016/j.ijhydene.2025.01.004,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-09_2025_Li_DropletKinematics_Distribution_Ethanol_RDE.pdf,02_PDF_Raw/D/D-RDE-09_2025_Li_DropletKinematics_Distribution_Ethanol_RDE.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D015,D-RDE-10,D,,retained,Effect of spray characteristics on the dynamic characteristics and mode distribution pattern of kerosene/air detonation,Wenkai Qin,Qin,2026,,,,,10.1016/j.fuel.2026.138720,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-RDE-10_2026_Qin_SprayCharacteristics_KeroseneAir_DetonationModes.pdf,02_PDF_Raw/D/D-RDE-10_2026_Qin_SprayCharacteristics_KeroseneAir_DetonationModes.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D016,D-DW-01,D,,retained,Breakup characteristics of droplets induced bydetonation waves under different diametersand Mach numbers,Rui Yang (杨锐),Yang,2025,,,,,10.1063/5.0253061,verified,,,,,,,,tier2,,keep,,,,,,,downloaded,D-DW-01_2025_Yang_DetonationWave_DropletBreakup_DiameterMach.pdf,02_PDF_Raw/D/D-DW-01_2025_Yang_DetonationWave_DropletBreakup_DiameterMach.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,
D017,D-DW-02,D,,retained,Droplet breakup and evaporation in liquid-fueled detonations,Calvin J. Young,Young,2025,,,,,10.1016/j.expthermflusci.2024.111324,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,D-DW-02_2025_Young_DropletBreakup_Evaporation_LiquidFueledDetonations.pdf,02_PDF_Raw/D/D-DW-02_2025_Young_DropletBreakup_Evaporation_LiquidFueledDetonations.pdf,matched,processed,complete,partial,partial,unverified,,,,,2026-08-30,2026-08-30,
D018,D-DW-03,D,,retained,Detonation-induced dynamics of RP-3 droplet deformation and breakup,Rui Yang,Yang,2026,,,,,10.1016/j.actaastro.2025.11.013,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,02_PDF_Raw/D/D-DW-03_2026_Yang_RP3_Droplet_DeformationBreakup_Detonation.pdf,matched,processed,complete,complete,partial,unverified,,,,,2026-08-30,2026-08-31,Phase 7 Tier 1 full-text processing complete; per-paper candidate evidence only.
D019,D-DW-04,D,,retained,Comparative analysis of detonation and shock waves interacting with droplets: Characteristics and mechanisms,Hanbing Zou; Xin Jin; Haotian Chen; Wei Wang; Sheng Xu; Bing Wang,Zou,2026,Physical Review Fluids,,,,10.1103/mp9z-tlk3,verified,,,,,,,,tier1,,keep,,,,,,,downloaded,D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,matched,processed,complete,complete,partial,unverified,,,,local_pdf_identity_verified,2026-08-30,2026-09-01,User-supplied DOI/title retained as unverified metadata. Phase 9.1 late PDF recovered and identity-verified from the local original PDF.; Phase 9.1 late-PDF tier-conformant processing complete; candidate evidence not globally consolidated.
