mechanism_edge_id,source_node,relation_type,target_node,global_claim_id,candidate_claim_id,paper_id,reading_tier,support_type,evidence_grade,condition_domain,source_locator_id,boundary_conditions,status,notes
GME-0151,natural_gas_pre_injection,promotes,premixing_and_soot_CO_reduction,GC-0001,T3-A010-C01,A010,tier3,model_based,supporting,"HPDI/H2DDI engine, vessel, and validated-model conditions",LOC-A010-0002,"Direction and optimum depend on injection sequence, dwell definition, ambient state, fuel pair, and engine geometry.",indirectly_supported,Source mechanism relation MECH-A010-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0152,injector_flow_area_and_dispersion,modifies,mixture_formation_and_wall_impingement,GC-0004,T3-A017-C01,A017,tier3,experimental_correlation,moderate,pilot-ignited gaseous direct injection,LOC-A017-0002,Geometry effects are chamber- and operating-point-specific and include both measured and model-resolved evidence.,directly_supported,Source mechanism relation MECH-A017-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0153,hydrogen_injection_timing,modifies,premixed_vs_mixing_controlled_combustion,GC-0001,T3-A019-C01,A019,tier3,experimental_correlation,moderate,"HPDI/H2DDI engine, vessel, and validated-model conditions",LOC-A019-0002,"Direction and optimum depend on injection sequence, dwell definition, ambient state, fuel pair, and engine geometry.",directly_supported,Source mechanism relation MECH-A019-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0154,split_hydrogen_injection_timing_and_energy,modifies,hydrogen_stratification_and_combustion_mode,GC-0001,T3-A023-C01,A023,tier3,experimental_correlation,moderate,"HPDI/H2DDI engine, vessel, and validated-model conditions",LOC-A023-0002,"Direction and optimum depend on injection sequence, dwell definition, ambient state, fuel pair, and engine geometry.",directly_supported,Source mechanism relation MECH-A023-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0155,gas_species_at_matched_NPR,modifies,downstream_shock_structure_and_mixing,GC-0008,T3-B010-C01,B010,tier3,simulation_resolved,moderate,"underexpanded hydrogen, methane, and nitrogen jets",LOC-B010-0002,"Species effects remain coupled to nozzle-exit turbulence, density, thermodynamics, and numerical treatment.",directly_supported,Source mechanism relation MECH-B010-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0156,injector_valve_opening,precedes,self_similar_jet_development,GC-0007,T3-B014-C01,B014,tier3,direct_observation,strong,transient high-pressure gas injection,LOC-B014-0002,"Transient histories, injector types, and chamber-pressure ranges differ; a scalar NPR cannot represent every case.",directly_supported,Source mechanism relation MECH-B014-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0157,pressure_ratio_increase,correlates_with,penetration_volume_increase_and_entrainment_decrease,GC-0009,T3-B015-C01,B015,tier3,experimental_correlation,moderate,transient and quasi-steady underexpanded gas jets,LOC-B015-0002,"Nozzle geometry, ambient density, transient stage, and penetration definition prevent a universal monotonic scaling.",directly_supported,Source mechanism relation MECH-B015-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0158,near_nozzle_shock_structure,suppresses,ambient_air_entrainment,GC-0012,T3-B020-C01,B020,tier3,direct_observation,strong,free and high-pressure underexpanded jets,LOC-B020-0002,"Universal decay constants and notional-nozzle choices remain unresolved, especially for supersonic exits.",directly_supported,Source mechanism relation MECH-B020-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0159,non_axisymmetric_exit_shape,modifies,shock_topology_axis_switching_and_mixing,GC-0011,T3-B022-C01,B022,tier3,simulation_resolved,moderate,single- and multi-jet underexpanded gas injection,LOC-B022-0002,"Diameter, shape, spacing, and pressure ratio were not varied in a common factorial design.",directly_supported,Source mechanism relation MECH-B022-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0160,pressure_ratio_increase,promotes,Mach_disk_and_jet_volume_growth,GC-0006,T3-B025-C01,B025,tier3,simulation_resolved,moderate,nonreacting underexpanded gas jets,LOC-B025-0002,"Pressure roles, absolute/gauge basis, nozzle geometry, gas species, and state qualifier must be compatible.",directly_supported,Source mechanism relation MECH-B025-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0161,hydrogen_baroclinic_torque_and_nozzle_geometry,modifies,turbulent_mixing_outside_jet_core,GC-0014,T3-B027-C01,B027,tier3,simulation_resolved,moderate,underexpanded high-pressure gas jets,LOC-B027-0002,Evidence is numerical or correlation-based and does not directly measure pilot-spray loading.,directly_supported,Source mechanism relation MECH-B027-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0162,post_shock_sonic_transition,modifies,early_deformation_acceleration_and_drag,GC-0018,T3-C008-C01,C008,tier3,simulation_resolved,moderate,supersonic/post-shock droplet loading,LOC-C008-0002,"The sources address different physical stages, geometries, Weber ranges, and response metrics.",directly_supported,Source mechanism relation MECH-C008-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0163,Rayleigh_Taylor_instability,promotes,bag_to_multimode_breakup_morphology,GC-0021,T3-C009-C01,C009,tier3,simulation_resolved,moderate,shock-driven and continuous-flow aerobreakup,LOC-C009-0001,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",directly_supported,Source mechanism relation MECH-C009-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0164,azimuthal_sheet_modes_and_rupture,precedes,recurrent_ligament_shedding,GC-0019,T3-C013-C01,C013,tier3,simulation_resolved,moderate,high-Weber-number aerobreakup,LOC-C013-0001,First and later shedding events can have different Weber sensitivity; broad taxonomy is limited by missing Tier 1 source C004.,directly_supported,Source mechanism relation MECH-C013-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0165,bow_shock_pressure_rise_and_liquid_volatility,modifies,droplet_superheating_and_vaporization,GC-0031,T3-C027-C01,C027,tier3,author_interpretation,supporting,locally supersonic droplet experiments,LOC-C027-0002,Test liquids and shock pressure rises differ from higher-pressure and engine conditions.,indirectly_supported,Source mechanism relation MECH-C027-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0166,droplet_heating_and_surface_tension_reduction,promotes,aerodynamic_breakup,GC-0026,T3-C032-C01,C032,tier3,model_based,supporting,modelled n-decane/n-heptane droplets at We 15-90 and 600-1000 K,LOC-C032-0002,Single numerical framework and fuel-property comparison; not directly equivalent to Stefan-flow suppression cases.,indirectly_supported,Source mechanism relation MECH-C032-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0167,reflected_shock_wave,suppresses,radial_spray_growth_and_air_entrainment,GC-0037,T3-D004-C01,D004,tier3,direct_observation,strong,reflected-shock diesel-spray experiments,LOC-D004-0002,Wave origin and interaction stage differ from injector-generated shock cases.,directly_supported,Source mechanism relation MECH-D004-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0168,droplet_diameter_and_prevaporized_fraction,modifies,fuel_survival_and_detonation_wave_speed,GC-0032,T3-D006-C01,D006,tier3,model_based,supporting,liquid-fuel rotating-detonation simulations and experiments,LOC-D006-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",indirectly_supported,Source mechanism relation MECH-D006-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0169,bidisperse_small_droplet_fraction,promotes,rotating_detonation_stability,GC-0032,T3-D008-C01,D008,tier3,model_based,supporting,liquid-fuel rotating-detonation simulations and experiments,LOC-D008-0001,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",indirectly_supported,Source mechanism relation MECH-D008-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0170,droplet_size_dependent_multistage_evaporation,modifies,reaction_zone_width_and_wave_multiplicity,GC-0032,T3-D012-C01,D012,tier3,model_based,supporting,liquid-fuel rotating-detonation simulations and experiments,LOC-D012-0002,"Fuel, chemistry, geometry, pre-vaporized fraction, scale definitions, and wave number vary; this is not direct HPDI-engine evidence.",indirectly_supported,Source mechanism relation MECH-D012-001; Tier 3 supporting relation; final cross-paper adjudication deferred to Phase 10.
GME-0171,higher gas injection pressure,promotes,mixing-controlled combustion and PM reduction,GC-0003,T3-A001-C01,A001,tier3,author_interpretation,strong,pilot-ignited natural-gas engine conditions,LOC-A001-0002,"Load, engine speed, nozzle flow area, injection timing, and pressure definition limit direct comparison.",indirectly_supported,"Source mechanism relation MECH-A001-001; Strongly conditioned by load, speed, and EGR."
GME-0172,greater premixing before gas ignition,suppresses,rich-zone soot formation,GC-0001,T3-A006-C01,A006,tier3,author_interpretation,strong,"HPDI/H2DDI engine, vessel, and validated-model conditions",LOC-A006-0002,"Direction and optimum depend on injection sequence, dwell definition, ambient state, fuel pair, and engine geometry.",indirectly_supported,Source mechanism relation MECH-A006-001; Optimized point also had cycle-variation/noise drawbacks.
GME-0173,gas jet covering low-temperature pilot ignition region,suppresses,diesel pilot ignition and main-fuel ignition,GC-0002,T3-A008-C01,A008,tier3,simulation_resolved,moderate,pilot-ignited gaseous direct injection,LOC-A008-0003,"Evidence spans RCEM, vessel, engine, and CFD configurations; overlap metrics and ambient reactivity are not uniform.",directly_supported,Source mechanism relation MECH-A008-001; Explains crossing-jet misfire.
GME-0174,exit-to-chamber pressure ratio,correlates_with,external expansion-wave spacing,GC-0009,T3-B006-C01,B006,tier3,experimental_correlation,strong,transient and quasi-steady underexpanded gas jets,LOC-B006-0002,"Nozzle geometry, ambient density, transient stage, and penetration definition prevent a universal monotonic scaling.",directly_supported,Source mechanism relation MECH-B006-001; Wave structure also observed for nitrogen-in-nitrogen control.
GME-0175,higher NPR,promotes,methane-air mixing in the LES metric,GC-0007,T3-B018-C01,B018,tier3,simulation_resolved,strong,transient high-pressure gas injection,LOC-B018-0002,"Transient histories, injector types, and chamber-pressure ranges differ; a scalar NPR cannot represent every case.",directly_supported,Source mechanism relation MECH-B018-001; Mixing conclusion is numerical and metric-specific.
GME-0176,rim force balance,modifies,breakup mode and fragment-size distribution,GC-0021,T3-C005-C01,C005,tier3,simulation_resolved,moderate,shock-driven and continuous-flow aerobreakup,LOC-C005-0003,"Instability labels, forcing histories, geometry, and terminal-regime definitions vary; C004 is missing.",directly_supported,Source mechanism relation MECH-C005-001; Transition band observed in both simulations and experiments.
GME-0177,incident shock strength,modifies,stationary internal saddle-point location,GC-0020,T3-C011-C01,C011,tier3,model_based,supporting,shock-droplet interaction including supercritical states,LOC-C011-0002,"Two-dimensional models, omitted cavitation or phase transition, and different wave-speed ratios limit direct transfer.",indirectly_supported,Source mechanism relation MECH-C011-001; Numerical cases agree with proposed correlation.
GME-0178,ambient temperature/density and rate-of-injection ramp,modifies,whether local spray velocity exceeds sound speed,GC-0036,T3-D001-C01,D001,tier3,author_interpretation,strong,high-pressure diesel spray and vessel/engine-relevant conditions,LOC-D001-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,indirectly_supported,Source mechanism relation MECH-D001-001; Typical near-TDC engine conditions were judged unfavorable for spray shocks.
GME-0179,underexpanded_jet_shock_structure,evidence_gap,actual_HPDI_pilot_spray_local_loading,GC-0052,,,,evidence_gap,insufficient,cross-library B-to-C-to-HPDI transfer,,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,evidence_gap_not_retained,No direct source-linked HPDI measurement in the current corpus; represented as a non-retained evidence-gap edge.
GME-0180,shock_induced_breakup,cross_scale_inference,evaporation_and_phase_change,GC-0053,T1-C024-C01,C024,tier1,project_inference,supporting,cross-library C-to-A transfer,LOC-C024-0005,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.",cross_scale_inference,Direct within canonical small-droplet shock conditions; transfer to HPDI is cross-scale.
GME-0181,evaporation_and_fragment_transport,evidence_gap,HPDI_mixture_formation,GC-0053,,,,evidence_gap,insufficient,cross-library C-to-A transfer,,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.",evidence_gap_not_retained,Current evidence does not directly close this cross-domain link.
GME-0182,canonical_shock_droplet_physics,evidence_gap,HPDI_application_transfer,GC-0052,,,,evidence_gap,insufficient,cross-library B-to-C-to-HPDI transfer,,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,evidence_gap_not_retained,Transfer remains an explicit evidence gap rather than a direct mechanism fact.
