candidate_claim_id,paper_id,source_record_id,reading_tier,library,claim_text,support_type,evidence_contribution_type,review_mainline_role,source_locator_id,relevant_parameter_ids,relevant_event_ids,relevant_process_relation_ids,existing_core_link,retained_for_global_consolidation,candidate_status,notes
T2-B007-C02,B007,B-H2-02,tier2,B,"For the present study, downstream concentration statistics from an underexpanded hydrogen jet with a nominal 10:1 pressure ratio and 0.75 mm jet exit radius have been collected using Planar Laser Raleigh Scatter (PLRS) imaging.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B007-0002,PAR-B007-0003,,,,no,inventory_only_study_design_statement,"Evidence summary: For the present study, downstream concentration statistics from an underexpanded hydrogen jet with a nominal 10:1 pressure ratio and 0.75 mm jet exit radius have been collected using Planar Laser Raleigh Scatter (PLRS) imaging. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged."
T2-B007-C03,B007,B-H2-02,tier2,B,"For releases where the storage pressure is above the critical ratio (w1.9 for hydrogen), however, the exit flow chokes and an underexpanded jet forms that is characterized by a complex shock structure and a non-uniform velocity distribution.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B007-0002,PAR-B007-0003,,,,yes,active_candidate,"Evidence summary: For releases where the storage pressure is above the critical ratio (w1.9 for hydrogen), however, the exit flow chokes and an underexpanded jet forms that is characterized by a complex shock structure and a non-uniform velocity distribution. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B008-C01,B008,B-H2-03,tier2,B,"For the 75 MPa hydrogen-to-5 MPa nitrogen case, real-gas EoS changed computed nozzle-exit velocity and density by up to roughly 38% and 35%, and reduced mass flow by about 9–10% relative to the ideal-gas result.",simulation_resolved,reported result,Real-gas modelling requirement for high-pressure gas injection.,LOC-B008-0002,PAR-B008-0001;PAR-B008-0002;PAR-B008-0004;PAR-B008-0005,,PROC-B008-001,T2LINK-0045:B021:T1-B021-C01,yes,active_candidate,"Evidence summary: Table 3 directly compares ideal, van der Waals, and Redlich–Kwong exit properties. | Limitations: EoS comparison is numerical and tied to this high-pressure state/nozzle model."
T2-B008-C02,B008,B-H2-03,tier2,B,Real-gas modelling preserved the qualitative underexpanded-jet/Mach-disk structure but materially changed centerline thermodynamic and Mach-number profiles.,simulation_resolved,reported result,Model-form sensitivity of underexpanded-jet evidence.,LOC-B008-0003,PAR-B008-0003,,PROC-B008-001,,yes,active_candidate,Evidence summary: The conclusion reports smaller geometry changes than the substantial downstream profile differences. | Limitations: Axisymmetric RANS and classical cubic EoS choices.
T2-B012-C01,B012,B-H2-07,tier2,B,"Additionally, direct comparison was performed between the mixing characteristics and vortical structures of hydrogen and methane jets issued into a fixed volume air-filled ambient with P ∞ ≈ 10bar and T ∞ =600 K.",model_based,model_based,underexpanded jet physics,LOC-B012-0002,PAR-B012-0003,,,T2LINK-0011:B011:paper-level Tier 1 anchor,no,inventory_only_study_design_statement,"Evidence summary: Additionally, direct comparison was performed between the mixing characteristics and vortical structures of hydrogen and methane jets issued into a fixed volume air-filled ambient with P ∞ ≈ 10bar and T ∞ =600 K. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged."
T2-B012-C02,B012,B-H2-07,tier2,B,The main conclusions of the present study can be summarised as follows: Fig.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B012-0002,PAR-B012-0003,,,,no,inventory_only_extraction_fragment,Evidence summary: The main conclusions of the present study can be summarised as follows: Fig. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_fragment; original candidate is unchanged.
T2-B012-C03,B012,B-H2-07,tier2,B,"Initially, extensive validation studies of the computational framework was conducted on the basis of three different experimental and computational test cases available in the literature.",model_based,model_based,underexpanded jet physics,LOC-B012-0002,PAR-B012-0003,,,,no,inventory_only_method_validation_statement,"Evidence summary: Initially, extensive validation studies of the computational framework was conducted on the basis of three different experimental and computational test cases available in the literature. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_validation_statement; original candidate is unchanged."
T2-B016-C01,B016,B-NG-01,tier2,B,The increase of Mach disk width promotes gas jet near-field cone angle which has positive effect on mixing effect.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B016-0002,PAR-B016-0003,,,T2LINK-0012:B029:paper-level Tier 1 anchor,yes,active_candidate,Evidence summary: The increase of Mach disk width promotes gas jet near-field cone angle which has positive effect on mixing effect. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-B016-C02,B016,B-NG-01,tier2,B,The main conclusions of this paper are summarized as follows: (1) Shock wave structure (Mach disk) is the main feature of high pressure gas jet.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B016-0002,PAR-B016-0003,,,,no,inventory_only_background_statement,Evidence summary: The main conclusions of this paper are summarized as follows: (1) Shock wave structure (Mach disk) is the main feature of high pressure gas jet. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: background_statement; original candidate is unchanged.
T2-B016-C03,B016,B-NG-01,tier2,B,The effect of shock wave structure on gas injection process and jet structure are analyzed.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B016-0002,PAR-B016-0003,,,,no,inventory_only_study_scope_statement,Evidence summary: The effect of shock wave structure on gas injection process and jet structure are analyzed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-B017-C01,B017,B-NG-02,tier2,B,"Stage I is a dynamic stage: the methane penetration velocity declines sharply, and both the methane tip penetration and the jet cone cover area rise.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B017-0002,PAR-B017-0003,,,T2LINK-0013:B009:T1-B009-C01,yes,active_candidate,"Evidence summary: Stage I is a dynamic stage: the methane penetration velocity declines sharply, and both the methane tip penetration and the jet cone cover area rise. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B017-C02,B017,B-NG-02,tier2,B,"Under condition of constant injection pressure and back pressure, as the injection time increases, the methane gas penetration speed first decreases and then maintains constant, which shows the methane gas jet penetration has a two-stage feature during the jet process.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B017-0002,PAR-B017-0003,,,,yes,active_candidate,"Evidence summary: Under condition of constant injection pressure and back pressure, as the injection time increases, the methane gas penetration speed first decreases and then maintains constant, which shows the methane gas jet penetration has a two-stage feature during the jet process. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B017-C03,B017,B-NG-02,tier2,B,"When the injection pressure increases, the jet parameters such as the methane jet tip penetration, the jet cone cover area and the penetration speed increase.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B017-0003,PAR-B017-0003,,,,yes,active_candidate,"Evidence summary: When the injection pressure increases, the jet parameters such as the methane jet tip penetration, the jet cone cover area and the penetration speed increase. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B019-C01,B019,B-NG-04,tier2,B,A varying degree of agreement was observed for the jet penetration length.,simulation_resolved,simulation_resolved,underexpanded jet physics,LOC-B019-0002,PAR-B019-0003,,,T2LINK-0014:B004:T1-B004-C01,no,inventory_only_insufficient_claim_content,Evidence summary: A varying degree of agreement was observed for the jet penetration length. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: insufficient_claim_content; original candidate is unchanged.
T2-B019-C02,B019,B-NG-04,tier2,B,This observation was consistent with previous studies of under-expanded jets.,model_based,model_based,underexpanded jet physics,LOC-B019-0003,PAR-B019-0003,,,,no,inventory_only_insufficient_claim_content,Evidence summary: This observation was consistent with previous studies of under-expanded jets. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: insufficient_claim_content; original candidate is unchanged.
T2-B019-C03,B019,B-NG-04,tier2,B,Downstream of this region is a “ far-mixing ” zone with a strong mixing occurring outside the jet.,model_based,model_based,underexpanded jet physics,LOC-B019-0003,PAR-B019-0003,,,,yes,active_candidate,Evidence summary: Downstream of this region is a “ far-mixing ” zone with a strong mixing occurring outside the jet. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-B023-C01,B023,B-E-03,tier2,B,"In the present paper, the suitability of a pressure-based PIMPLE-solver for large-eddy simulation of non-reactive, under-expanded, highly turbulent H 2 jets for engine applications has been investigated for the first time.",model_based,model_based,underexpanded jet physics,LOC-B023-0002,PAR-B023-0003,,,T2LINK-0015:B009:T1-B009-C01,no,inventory_only_method_scope_statement,"Evidence summary: In the present paper, the suitability of a pressure-based PIMPLE-solver for large-eddy simulation of non-reactive, under-expanded, highly turbulent H 2 jets for engine applications has been investigated for the first time. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_scope_statement; original candidate is unchanged."
T2-B023-C02,B023,B-E-03,tier2,B,"To this end, it is shown that the use of under-relaxation factors improves the shock resolution, especially when oscillatory high-order interpolation schemes are employed.",model_based,model_based,underexpanded jet physics,LOC-B023-0002,PAR-B023-0003,,,,no,inventory_only_method_detail_statement,"Evidence summary: To this end, it is shown that the use of under-relaxation factors improves the shock resolution, especially when oscillatory high-order interpolation schemes are employed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_detail_statement; original candidate is unchanged."
T2-B023-C03,B023,B-E-03,tier2,B,Different LES models and numerical schemes have then been assessed.,model_based,model_based,underexpanded jet physics,LOC-B023-0002,PAR-B023-0003,,,,no,inventory_only_method_scope_statement,Evidence summary: Different LES models and numerical schemes have then been assessed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_scope_statement; original candidate is unchanged.
T2-B024-C01,B024,B-E-04,tier2,B,The investigation was centred on the effect of above parameters on: - jet axial penetration; - development of jet area; - the impact of jet axial development to the jet area; - the shock waves transient.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B024-0002,PAR-B024-0003,,,T2LINK-0016:B028:T1-B028-C01,no,inventory_only_study_scope_statement,Evidence summary: The investigation was centred on the effect of above parameters on: - jet axial penetration; - development of jet area; - the impact of jet axial development to the jet area; - the shock waves transient. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-B024-C02,B024,B-E-04,tier2,B,This phenomenon is believed to affect the jet axial penetration only at increasing PRs.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B024-0002,PAR-B024-0003,,,,yes,active_candidate,Evidence summary: This phenomenon is believed to affect the jet axial penetration only at increasing PRs. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-B024-C03,B024,B-E-04,tier2,B,"These outcomes may be due to the rarefaction wave, whose boosting action on the gas momentum dictates the shock wave-related phenomena and the jet morphology. - Higher PRs accentuate the pressure gradient perpendicular to the gas flow along the needle surface.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B024-0002,PAR-B024-0003,,,,yes,active_candidate,"Evidence summary: These outcomes may be due to the rarefaction wave, whose boosting action on the gas momentum dictates the shock wave-related phenomena and the jet morphology. - Higher PRs accentuate the pressure gradient perpendicular to the gas flow along the needle surface. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B030-C01,B030,B-E-10,tier2,B,(4) The shock wave topology of extremely under-expanded jet is fundamentally dictated by the pressure ratio.,author_interpretation,author_interpretation,underexpanded jet physics,LOC-B030-0002,PAR-B030-0003,,,T2LINK-0017:B029:paper-level Tier 1 anchor,yes,active_candidate,Evidence summary: (4) The shock wave topology of extremely under-expanded jet is fundamentally dictated by the pressure ratio. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-B030-C02,B030,B-E-10,tier2,B,"As the pressure ratio increases, the shock structure transitions from a series of shock cells featuring Mach reflection to a single, massive Mach disk.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B030-0002,PAR-B030-0003,,,,yes,active_candidate,"Evidence summary: As the pressure ratio increases, the shock structure transitions from a series of shock cells featuring Mach reflection to a single, massive Mach disk. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-B030-C03,B030,B-E-10,tier2,B,"(2) Based on the schlieren imaging system, the evolution character - istics of highly under-expanded hydrogen jet was clarified.",author_interpretation,author_interpretation,underexpanded jet physics,LOC-B030-0002,PAR-B030-0003,,,,no,inventory_only_study_scope_statement,"Evidence summary: (2) Based on the schlieren imaging system, the evolution character - istics of highly under-expanded hydrogen jet was clarified. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-C001-C01,C001,C-F-01,tier2,C,"The general eﬀect is planar or centripetal squeeze (deformation), depending on the geometry of the obstacle and the magnitude of We.",author_interpretation,author_interpretation,droplet breakup,LOC-C001-0002,PAR-C001-0003,,,T2LINK-0018:C031:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: The general eﬀect is planar or centripetal squeeze (deformation), depending on the geometry of the obstacle and the magnitude of We. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C001-C02,C001,C-F-01,tier2,C,"More specifically, the conclusions can be listed as follows.",author_interpretation,author_interpretation,droplet breakup,LOC-C001-0003,PAR-C001-0003,,,,no,inventory_only_extraction_fragment,"Evidence summary: More specifically, the conclusions can be listed as follows. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_fragment; original candidate is unchanged."
T2-C001-C03,C001,C-F-01,tier2,C,"Breakup in sheltered supersonic flow conditions is orderly, with intricate interfacial and topological-change patterns that are reproducible in fine detail.",author_interpretation,author_interpretation,droplet breakup,LOC-C001-0003,PAR-C001-0003,,,,yes,active_candidate,"Evidence summary: Breakup in sheltered supersonic flow conditions is orderly, with intricate interfacial and topological-change patterns that are reproducible in fine detail. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C002-C01,C002,C-F-02,tier2,C,"This progression is known to be marked by transitions in morphology, the so-called breakup regimes, and correspondingly by criticalWeber numbers that are intended to quantify the onsets of these transitions.",author_interpretation,author_interpretation,droplet breakup,LOC-C002-0001,PAR-C002-0003,,,T2LINK-0019:C007:T1-C007-C01,yes,active_candidate,"Evidence summary: This progression is known to be marked by transitions in morphology, the so-called breakup regimes, and correspondingly by criticalWeber numbers that are intended to quantify the onsets of these transitions. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C002-C02,C002,C-F-02,tier2,C,"As is usual, our Weber Wenumber is based on drop diameter d, free-stream gas density gand speed u, and interfacial tension coefficient : We= gu2d / .",author_interpretation,author_interpretation,droplet breakup,LOC-C002-0001,PAR-C002-0003,,,,yes,active_candidate,"Evidence summary: As is usual, our Weber Wenumber is based on drop diameter d, free-stream gas density gand speed u, and interfacial tension coefficient : We= gu2d / . | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C002-C03,C002,C-F-02,tier2,C,"The regimes of aerobreakup are important not only in that they embody the governing physics but also in that they define the quantitative features of the resulting particle cloud dimensions, effective density, size distribution and, thus, its dispersal and/or mixing characteristics.",author_interpretation,author_interpretation,droplet breakup,LOC-C002-0001,PAR-C002-0003,,,,yes,active_candidate,"Evidence summary: The regimes of aerobreakup are important not only in that they embody the governing physics but also in that they define the quantitative features of the resulting particle cloud dimensions, effective density, size distribution and, thus, its dispersal and/or mixing characteristics. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C006-C01,C006,C-F-06,tier2,C,"By comparison, past models have only been able to validate against very limited deformation data in the initiation phase, child droplet sizes and/or breakup morphology transitions with no comparison to the intermediate stages.",author_interpretation,author_interpretation,droplet breakup,LOC-C006-0002,PAR-C006-0003,,,T2LINK-0020:C025:T1-C025-C01,yes,active_candidate,"Evidence summary: By comparison, past models have only been able to validate against very limited deformation data in the initiation phase, child droplet sizes and/or breakup morphology transitions with no comparison to the intermediate stages. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C006-C02,C006,C-F-06,tier2,C,"2009), are able to predict only the breakup morphology and have not been shown to be able to predict the child droplet sizes from breakup; a prediction of significant practical interest.",author_interpretation,author_interpretation,droplet breakup,LOC-C006-0003,PAR-C006-0003,,,,yes,active_candidate,"Evidence summary: 2009), are able to predict only the breakup morphology and have not been shown to be able to predict the child droplet sizes from breakup; a prediction of significant practical interest. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C006-C03,C006,C-F-06,tier2,C,"Although there have been many attempts to model the breakup of droplets, no analytical model has been developed which describes and predicts both the breakup morphology and the child droplet sizes for a wide range of conditions.",experimental_correlation,experimental_correlation,droplet breakup,LOC-C006-0003,PAR-C006-0003,,,,yes,active_candidate,"Evidence summary: Although there have been many attempts to model the breakup of droplets, no analytical model has been developed which describes and predicts both the breakup morphology and the child droplet sizes for a wide range of conditions. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C010-C01,C010,C-SD-03,tier2,C,"RT instability waves on the upstream side of the droplet are noticeably absent, providing support for SIE as the terminal breakup regime.",model_based,model_based,droplet breakup,LOC-C010-0002,PAR-C010-0003,,,T2LINK-0021:C014:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: RT instability waves on the upstream side of the droplet are noticeably absent, providing support for SIE as the terminal breakup regime. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C010-C02,C010,C-SD-03,tier2,C,"In this paper, we have presented the first detailed description of the underlying flow physics associated with droplet deformation during stripping aerobreakup.",model_based,model_based,droplet breakup,LOC-C010-0002,PAR-C010-0003,,,,no,inventory_only_study_scope_statement,"Evidence summary: In this paper, we have presented the first detailed description of the underlying flow physics associated with droplet deformation during stripping aerobreakup. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-C010-C03,C010,C-SD-03,tier2,C,"Good qualitative agreement is found in terms of the droplet’s initial deformation into a muffin-like shape, followed by the disintegration of a liquid sheet that envelops a cavity in the near-field wake region.",model_based,model_based,droplet breakup,LOC-C010-0002,PAR-C010-0003,,,,yes,active_candidate,"Evidence summary: Good qualitative agreement is found in terms of the droplet’s initial deformation into a muffin-like shape, followed by the disintegration of a liquid sheet that envelops a cavity in the near-field wake region. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C015-C01,C015,C-SD-08,tier2,C,Experimental and numerical study of the behavior of water drops in a flow behind incident shock wave at Weber number We = 208–2260 was carried out to verify the mathematical model of process and obtain new data based on two approaches.,author_interpretation,author_interpretation,droplet breakup,LOC-C015-0002,PAR-C015-0003;PAR-C015-0004,,,T2LINK-0022:C019:T1-C019-C01,no,inventory_only_study_scope_statement,Evidence summary: Experimental and numerical study of the behavior of water drops in a flow behind incident shock wave at Weber number We = 208–2260 was carried out to verify the mathematical model of process and obtain new data based on two approaches. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-C015-C02,C015,C-SD-08,tier2,C,"In regime with a Weber number We ≥ 20 0 0, in addition to these centers of liquid disruption, calculations show for the first time the presence of a spray in front of the windward surface of drop, which indicates development of small waves here by the Kelvin-Helmholtz instability of shear flow in the conjugate boundary layer in drop - the “wave crest stripping"".",author_interpretation,author_interpretation,droplet breakup,LOC-C015-0002,PAR-C015-0003;PAR-C015-0004,,,,yes,active_candidate,"Evidence summary: In regime with a Weber number We ≥ 20 0 0, in addition to these centers of liquid disruption, calculations show for the first time the presence of a spray in front of the windward surface of drop, which indicates development of small waves here by the Kelvin-Helmholtz instability of shear flow in the conjugate boundary layer in drop - the “wave crest stripping"". | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C015-C03,C015,C-SD-08,tier2,C,Sharp crests of these waves are centers of erosion and sources of spray into the aerodynamic wake of drop at Weber number We > 200.,author_interpretation,author_interpretation,droplet breakup,LOC-C015-0002,PAR-C015-0003;PAR-C015-0004,,,,yes,active_candidate,Evidence summary: Sharp crests of these waves are centers of erosion and sources of spray into the aerodynamic wake of drop at Weber number We > 200. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-C017-C01,C017,C-SD-10,tier2,C,"Curiously enough, the question whether the shock wave itself may have any effect on the deformation and breakup process has not received much attention.",author_interpretation,author_interpretation,droplet breakup,LOC-C017-0002,PAR-C017-0003,,,T2LINK-0023:C018:T1-C018-C01,no,inventory_only_background_question,"Evidence summary: Curiously enough, the question whether the shock wave itself may have any effect on the deformation and breakup process has not received much attention. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: background_question; original candidate is unchanged."
T2-C017-C02,C017,C-SD-10,tier2,C,"While it is tempting to conclude from the above that the shock wave has no direct effect on droplet evolution, a closer consideration of the matter shows that the answer is not that straightforward.",model_based,model_based,droplet breakup,LOC-C017-0002,PAR-C017-0003,,,,yes,active_candidate,"Evidence summary: While it is tempting to conclude from the above that the shock wave has no direct effect on droplet evolution, a closer consideration of the matter shows that the answer is not that straightforward. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C017-C03,C017,C-SD-10,tier2,C,We consider the particular instance of a planar air shock impinging on a spherical water droplet and discuss to what extent this interaction can lead to the inception of cavitation inside the droplet.,author_interpretation,author_interpretation,droplet breakup,LOC-C017-0002,PAR-C017-0003,,,,no,inventory_only_study_scope_statement,Evidence summary: We consider the particular instance of a planar air shock impinging on a spherical water droplet and discuss to what extent this interaction can lead to the inception of cavitation inside the droplet. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-C020-C01,C020,C-SD-13,tier2,C,"This deformation has been successfully predicted using the Taylor Analogy Breakup (TAB) model (O’Rourke and Amsden, 1986), which treats the droplet as a spring, mass, and damper system.",author_interpretation,author_interpretation,droplet breakup,LOC-C020-0002,PAR-C020-0003;PAR-C020-0004,,,T2LINK-0024:C025:T1-C025-C01,yes,active_candidate,"Evidence summary: This deformation has been successfully predicted using the Taylor Analogy Breakup (TAB) model (O’Rourke and Amsden, 1986), which treats the droplet as a spring, mass, and damper system. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C020-C02,C020,C-SD-13,tier2,C,RT breakup occurs when the perturbations grow to a sufficient height to pierce the droplet interface.,author_interpretation,author_interpretation,droplet breakup,LOC-C020-0002,PAR-C020-0003;PAR-C020-0004,,,,yes,active_candidate,Evidence summary: RT breakup occurs when the perturbations grow to a sufficient height to pierce the droplet interface. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-C020-C03,C020,C-SD-13,tier2,C,"The thickness of the droplet in the axial direction 𝛿 is reduced by large-scale droplet deformation, which acts to deform the droplet into an oblate spheroid.",author_interpretation,author_interpretation,droplet breakup,LOC-C020-0002,PAR-C020-0003;PAR-C020-0004,,,,yes,active_candidate,"Evidence summary: The thickness of the droplet in the axial direction 𝛿 is reduced by large-scale droplet deformation, which acts to deform the droplet into an oblate spheroid. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C022-C01,C022,C-ST-02,tier2,C,"To investigate the spatial and droplet size distributions of the liquidmist field, droplet breakup experiments were carried out on a horizontal shock tube.",author_interpretation,author_interpretation,droplet breakup,LOC-C022-0002,PAR-C022-0003,,,T2LINK-0025:C014:paper-level Tier 1 anchor,no,inventory_only_study_scope_statement,"Evidence summary: To investigate the spatial and droplet size distributions of the liquidmist field, droplet breakup experiments were carried out on a horizontal shock tube. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-C022-C02,C022,C-ST-02,tier2,C,"Results showed that: The holographic image was captured with a high spatial resolution, 2.4 μ m/pixel.",direct_observation,direct_observation,droplet breakup,LOC-C022-0002,PAR-C022-0003,,,,no,inventory_only_method_detail_statement,"Evidence summary: Results showed that: The holographic image was captured with a high spatial resolution, 2.4 μ m/pixel. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: method_detail_statement; original candidate is unchanged."
T2-C022-C03,C022,C-ST-02,tier2,C,"This is because the broken droplets were experiencing an acceleration motion, and the son-droplet spacing would increase with time.",author_interpretation,author_interpretation,droplet breakup,LOC-C022-0002,PAR-C022-0003,,,,yes,active_candidate,"Evidence summary: This is because the broken droplets were experiencing an acceleration motion, and the son-droplet spacing would increase with time. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C023-C01,C023,C-ST-03,tier2,C,"The current study is mainly motivated by an interest in liquid-fueled detonation engines, including rotating detonation engines (RDEs), 14,15 pulse detonation engines (PDEs),16,17 and oblique detonation engines (ODEs),18,19 where the fuel droplet interacts with a shock wave and undergoes deformation, breakup, atomization, and vaporization before it mixes with air and subsequently enhances the detonation and deflagration.",model_based,model_based,droplet breakup,LOC-C023-0002,PAR-C023-0003,,,T2LINK-0026:C018:T1-C018-C01,no,inventory_only_background_statement,"Evidence summary: The current study is mainly motivated by an interest in liquid-fueled detonation engines, including rotating detonation engines (RDEs), 14,15 pulse detonation engines (PDEs),16,17 and oblique detonation engines (ODEs),18,19 where the fuel droplet interacts with a shock wave and undergoes deformation, breakup, atomization, and vaporization before it mixes with air and subsequently enhances the detonation and deflagration. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: background_statement; original candidate is unchanged."
T2-C023-C02,C023,C-ST-03,tier2,C,"According to previous research, the onset of droplet breakup is usually determined by the Weber numberWe.",model_based,model_based,droplet breakup,LOC-C023-0002,PAR-C023-0003,,,,yes,active_candidate,"Evidence summary: According to previous research, the onset of droplet breakup is usually determined by the Weber numberWe. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
