global_claim_id,candidate_claim_id,paper_id,reading_tier,library,relation_to_claim,support_type,evidence_grade,evidence_directness,method_type,quantitative_level,condition_compatibility,source_locator_id,boundary_conditions,limitations,review_mainline_role,verification_status,notes
GC-0035,T1-D018-C02,D018,tier1,D,supports,author_interpretation,supporting,indirect,experimental,qualitative,partial,LOC-D018-0006,Post-wave thermochemistry and adverse pressure gradients prevent direct transfer of shock-derived correlations.,Cross-study shock comparison is secondary; primary detonation correlations are measured in this facility.,M03;M04;M05;M10,verified,Candidate contribution: experiment_plus_model_comparison; normalization=cluster.
GC-0035,T1-D019-C01,D019,tier1,D,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,partial,LOC-D019-0006,Post-wave thermochemistry and adverse pressure gradients prevent direct transfer of shock-derived correlations.,2D idealized water droplet and reduced reaction model; project transfer beyond this configuration remains inference.,M03;M04;M05;M10,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0035,T1-D019-C02,D019,tier1,D,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-D019-0007,Post-wave thermochemistry and adverse pressure gradients prevent direct transfer of shock-derived correlations.,Cavitation model is homogeneous; thermal conduction is omitted for main-droplet timescale separation.,M03;M04;M05;M10,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0035,T1-D019-C03,D019,tier1,D,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,partial,LOC-D019-0008,Post-wave thermochemistry and adverse pressure gradients prevent direct transfer of shock-derived correlations.,Surface tension and viscosity are neglected; 2D geometry likely overstates deformation rate and cannot resolve final child-droplet statistics.,M03;M04;M05;M10,verified,Candidate contribution: primary_numerical; normalization=cluster.
GC-0036,T2-D002-C01,D002,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D002-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02;M03;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0036,T2-D002-C03,D002,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D002-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02;M03;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0036,T2-D005-C01,D005,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D005-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02;M03;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0036,T2-D005-C02,D005,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D005-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02;M03;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0036,T2-D005-C03,D005,tier2,D,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,partial,LOC-D005-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02;M03;M06,verified,Candidate contribution: author_interpretation; normalization=cluster.
GC-0036,T3-D001-C01,D001,tier3,D,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,partial,LOC-D001-0002,Nozzle-exit velocity is not spray-tip velocity; injector and ambient conditions are highly facility-specific.,150 MPa single-hole injector and vessel conditions; conventional multi-hole injectors have slower ramp-up.,M01;M02;M03;M06,verified,Candidate contribution: reported result; normalization=cluster.
GC-0037,T3-D004-C01,D004,tier3,D,qualifies,direct_observation,strong,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-D004-0001,Wave origin and interaction stage differ from injector-generated shock cases.,Engine-inspired chamber and reflected-wave configuration; the result is not equivalent to isolated-droplet planar-shock loading.,M03;M06,verified,Candidate contribution: boundary_evidence; normalization=cluster.
GC-0038,PILOT-A020-C02,A020,pilot,A,supports,direct,strong,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-A020-0009,Depends on the tested injection duration and ambient state.,Depends on the tested injection duration and ambient state.,M08;M09,verified,Candidate contribution: direct_observation; normalization=unique.
GC-0039,PILOT-C016-C02,C016,pilot,C,supports,direct,strong,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-C016-0004,Mode boundaries depend on the tested droplet sizes and shock conditions.,Mode boundaries depend on the tested droplet sizes and shock conditions.,M04;M05,verified,Candidate contribution: direct_observation; normalization=unique.
GC-0040,T1-A026-C01,A026,tier1,A,supports,direct_observation,strong,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-A026-0006,Natural-luminosity thresholds and two imaging arrangements limit quantitative cross-sweep intensity comparison.,Natural-luminosity thresholds and two imaging arrangements limit quantitative cross-sweep intensity comparison.,M08;M09,verified,Candidate contribution: primary_experimental; normalization=unique.
GC-0041,T1-A026-C02,A026,tier1,A,supports,experimental_correlation,moderate,direct,experimental,quantitative_or_parameterized,not_applicable,LOC-A026-0005,Fuel distributions before ignition were not directly visualized; dilution is author interpretation.,Fuel distributions before ignition were not directly visualized; dilution is author interpretation.,M08;M09,verified,Candidate contribution: primary_experimental; normalization=unique.
GC-0042,T1-C019-C01,C019,tier1,C,supports,simulation_resolved,moderate,direct,numerical,quantitative_or_parameterized,not_applicable,LOC-C019-0008,"Two-dimensional cylindrical droplet; viscosity, capillarity and phase transition omitted.","Two-dimensional cylindrical droplet; viscosity, capillarity and phase transition omitted.",M04;M05,verified,Candidate contribution: primary_numerical; normalization=unique.
GC-0043,T2-A012-C02,A012,tier2,A,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,not_applicable,LOC-A012-0003,Zero-dimensional chemistry isolates kinetics and omits turbulent transport.,Zero-dimensional chemistry isolates kinetics and omits turbulent transport.,M08;M09,verified,Candidate contribution: reported result; normalization=unique.
GC-0044,T2-A013-C01,A013,tier2,A,supports,author_interpretation,supporting,indirect,not_specified,qualitative,not_applicable,LOC-A013-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0045,T2-A014-C01,A014,tier2,A,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-A014-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0046,T2-A018-C01,A018,tier2,A,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-A018-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0047,T2-A021-C01,A021,tier2,A,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-A021-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0048,T2-A021-C02,A021,tier2,A,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-A021-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0049,T2-A024-C02,A024,tier2,A,supports,model_based,supporting,indirect,numerical,quantitative_or_parameterized,not_applicable,LOC-A024-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M08;M09,verified,Candidate contribution: model_based; normalization=unique.
GC-0050,T2-B007-C03,B007,tier2,B,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-B007-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M01;M02,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0051,T2-C020-C01,C020,tier2,C,supports,author_interpretation,supporting,indirect,not_specified,quantitative_or_parameterized,not_applicable,LOC-C020-0002,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.,M04;M05,verified,Candidate contribution: author_interpretation; normalization=unique.
GC-0052,T1-B021-C01,B021,tier1,B,extends,simulation_resolved,supporting,cross_scale,numerical,quantitative_or_parameterized,low,LOC-B021-0004,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,"RANS, convergent nozzle, selected gas/EoS and steady axisymmetric configuration.",M03;M11,verified,Candidate contribution: primary_numerical; normalization=additional.
GC-0052,T1-B009-C01,B009,tier1,B,extends,simulation_resolved,supporting,cross_scale,numerical,quantitative_or_parameterized,low,LOC-B009-0007,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,"LES, one nozzle geometry, ambient conditions below many engine conditions.",M03;M11,verified,Candidate contribution: simulation_resolved; normalization=additional.
GC-0052,T1-C007-C01,C007,tier1,C,extends,author_interpretation,supporting,cross_scale,review,quantitative_or_parameterized,low,LOC-C007-0006,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,Conceptual synthesis; quantitative closure remains an open issue.,M03;M11,verified,Candidate contribution: review_synthesis; normalization=additional.
GC-0052,PILOT-C016-C01,C016,pilot,C,extends,author_interpretation,supporting,cross_scale,not_specified,qualitative,low,LOC-C016-0005,No direct spatially and temporally resolved HPDI measurement links the gas-jet shock field to pilot-droplet forcing in the current corpus.,"Stage boundaries are mechanistic, not a universal fixed time.",M03;M11,verified,Candidate contribution: author_interpretation; normalization=additional.
GC-0053,T1-C024-C01,C024,tier1,C,extends,direct_observation,supporting,cross_scale,experimental,quantitative_or_parameterized,low,LOC-C024-0005,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.",Droplet curtain is dilute but polydisperse; deformation of individual parent droplets was below optical resolution.,M07;M08;M09;M11,verified,Candidate contribution: primary_experimental; normalization=additional.
GC-0053,PILOT-C031-C01,C031,pilot,C,extends,author_interpretation,supporting,cross_scale,numerical,quantitative_or_parameterized,low,LOC-C031-0008,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.",Depends on manually selected phase-change coefficients.,M07;M08;M09;M11,verified,Candidate contribution: simulation_resolved; normalization=additional.
GC-0053,T1-A007-C02,A007,tier1,A,extends,experimental_correlation,supporting,cross_scale,experimental,quantitative_or_parameterized,low,LOC-A007-0006,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.",HRR is model-derived and hot-product heat losses are neglected; curves were not digitized.,M07;M08;M09;M11,verified,Candidate contribution: primary_experimental; normalization=additional.
GC-0053,T2-A011-C01,A011,tier2,A,extends,direct_observation,supporting,cross_scale,experimental,directional_qualitative,low,LOC-A011-0002,"Canonical droplets, spray clouds, vessel studies, engines, and RDEs use incompatible scales and loading histories.","Optical engine had low compression ratio, cylindrical bowl, and line-of-sight imaging.",M07;M08;M09;M11,verified,Candidate contribution: reported result; normalization=additional.
