source_locator_id,paper_id,source_file,pdf_page,printed_page,section,subsection,figure,figure_panel,table,equation,appendix,raw_locator,locator_status,verification_status,notes
LOC-B016-0001,B016,02_PDF_Raw/B/B-NG-01_2017_Dong_HighPressure_GasJets_ShockWaveStructure.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B016-0002,B016,02_PDF_Raw/B/B-NG-01_2017_Dong_HighPressure_GasJets_ShockWaveStructure.pdf,12,,References,,,,,,,"PDF p.12, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B017-0001,B017,02_PDF_Raw/B/B-NG-02_2019_Lei_HighPressure_Methane_PulsedInjection.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B017-0002,B017,02_PDF_Raw/B/B-NG-02_2019_Lei_HighPressure_Methane_PulsedInjection.pdf,13,,5. Conclusion,,,,,,,"PDF p.13, 5. Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B017-0003,B017,02_PDF_Raw/B/B-NG-02_2019_Lei_HighPressure_Methane_PulsedInjection.pdf,14,,5. Conclusion,,,,,,,"PDF p.14, 5. Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B019-0001,B019,02_PDF_Raw/B/B-NG-04_2021_Yosri_LES_MethaneDI_FullInjectorGeometry.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B019-0002,B019,02_PDF_Raw/B/B-NG-04_2021_Yosri_LES_MethaneDI_FullInjectorGeometry.pdf,10,,5. Conclusions,,,,,,,"PDF p.10, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B019-0003,B019,02_PDF_Raw/B/B-NG-04_2021_Yosri_LES_MethaneDI_FullInjectorGeometry.pdf,11,,5. Conclusions,,,,,,,"PDF p.11, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B023-0001,B023,02_PDF_Raw/B/B-E-03_2024_Ballatore_PressureBased_LES_HydrogenJets.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B023-0002,B023,02_PDF_Raw/B/B-E-03_2024_Ballatore_PressureBased_LES_HydrogenJets.pdf,11,,5. Conclusions,,,,,,,"PDF p.11, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B024-0001,B024,02_PDF_Raw/B/B-E-04_2024_Coratella_HollowCone_HydrogenJet_Schlieren.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B024-0002,B024,02_PDF_Raw/B/B-E-04_2024_Coratella_HollowCone_HydrogenJet_Schlieren.pdf,13,,5. Conclusions,,,,,,,"PDF p.13, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B030-0001,B030,02_PDF_Raw/B/B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-B030-0002,B030,02_PDF_Raw/B/B-E-10_2026_Zhang_ExtremelyUnderexpanded_HydrogenJet_HPDI.pdf,14,,4. Conclusion,,,,,,,"PDF p.14, 4. Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C001-0001,C001,02_PDF_Raw/C/C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C001-0002,C001,02_PDF_Raw/C/C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,27,,8. Conclusions,,,,,,,"PDF p.27, 8. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C001-0003,C001,02_PDF_Raw/C/C-F-01_2007_Theofanous_Aerobreakup_Disturbed_SubsonicSupersonic_Flow.pdf,28,,Appendix,,,,,,,"PDF p.28, Appendix",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C002-0001,C002,02_PDF_Raw/C/C-F-02_2008_Theofanous_Physics_Aerobreakup.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C006-0001,C006,02_PDF_Raw/C/C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C006-0002,C006,02_PDF_Raw/C/C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,35,,Appendix A. Eﬀect of the suspending needle,,,,,,,"PDF p.35, Appendix A. Eﬀect of the suspending needle",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C006-0003,C006,02_PDF_Raw/C/C-F-06_2021_Jackiw_Aerodynamic_DropletBreakup.pdf,34,,5. Conclusions,,,,,,,"PDF p.34, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C010-0001,C010,02_PDF_Raw/C/C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C010-0002,C010,02_PDF_Raw/C/C-SD-03_2018_Meng_Numerical_Aerobreakup_WaterDroplet.pdf,25,,6. Conclusions,,,,,,,"PDF p.25, 6. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C015-0001,C015,02_PDF_Raw/C/C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C015-0002,C015,02_PDF_Raw/C/C-SD-08_2020_Poplavski_ShockWave_WaterDroplet_ExperimentSimulation.pdf,14,,References,,,,,,,"PDF p.14, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C017-0001,C017,02_PDF_Raw/C/C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C017-0002,C017,02_PDF_Raw/C/C-SD-10_2021_BiasioriPoulanges_ShockInduced_Cavitation_WaterDroplet.pdf,2,,ABSTRACT,,,,,,,"PDF p.2, ABSTRACT",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C020-0001,C020,02_PDF_Raw/C/C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C020-0002,C020,02_PDF_Raw/C/C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,2,,1. Introduction,,,,,,,"PDF p.2, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C020-0003,C020,02_PDF_Raw/C/C-SD-13_2026_Young_DropletBreakup_Multimodal_NonlinearRT.pdf,4,,4. Conclusions,,,,,,,"PDF p.4, 4. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C022-0001,C022,02_PDF_Raw/C/C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C022-0002,C022,02_PDF_Raw/C/C-ST-02_2022_Li_SecondaryDroplet_SizeDistribution_HighSpeedCrossFlow.pdf,11,,"Method. Opt Express 21, 26432 – 26449. http://doi.org/10.1364/OE.21.026432",,,,,,,"PDF p.11, Method. Opt Express 21, 26432 – 26449. http://doi.org/10.1364/OE.21.026432",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C023-0001,C023,02_PDF_Raw/C/C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C023-0002,C023,02_PDF_Raw/C/C-ST-03_2022_Zhu_NDecane_DropletBreakup_ShockWave.pdf,2,,ABSTRACT,,,,,,,"PDF p.2, ABSTRACT",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C026-0001,C026,02_PDF_Raw/C/C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C026-0002,C026,02_PDF_Raw/C/C-ST-06_2025_DukeWalker_SmallDroplet_DeformationAcceleration_HighSpeed.pdf,17,,5. Conclusions,,,,,,,"PDF p.17, 5. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C030-0001,C030,02_PDF_Raw/C/C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C030-0002,C030,02_PDF_Raw/C/C-PC-04_2024_Boyd_Vaporization_DropAerobreakup.pdf,12,,4. Conclusions,,,,,,,"PDF p.12, 4. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C033-0001,C033,02_PDF_Raw/C/C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C033-0002,C033,02_PDF_Raw/C/C-MD-01_2011_Chauvin_PlanarShock_TwoPhase_GasLiquid_Medium.pdf,2,,Front matter and abstract,,,,,,,"PDF p.2, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C034-0001,C034,02_PDF_Raw/C/C-MD-02_2016_Chauvin_ShockWaves_Sprays_SecondaryAtomization.pdf,1,,1 Introduction,,,,,,,"PDF p.1, 1 Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-C034-0002,C034,02_PDF_Raw/C/C-MD-02_2016_Chauvin_ShockWaves_Sprays_SecondaryAtomization.pdf,12,,9 Conclusion,,,,,,,"PDF p.12, 9 Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D002-0001,D002,02_PDF_Raw/D/D-IC-02_2015_Huang_ShockWaves_HighPressure_FuelJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D002-0002,D002,02_PDF_Raw/D/D-IC-02_2015_Huang_ShockWaves_HighPressure_FuelJets.pdf,6,,4. Conclusions,,,,,,,"PDF p.6, 4. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D005-0001,D005,02_PDF_Raw/D/D-IC-05_2020_Huang_ShockWaveGeneration_DieselEngine_SprayCharacteristics.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D005-0002,D005,02_PDF_Raw/D/D-IC-05_2020_Huang_ShockWaveGeneration_DieselEngine_SprayCharacteristics.pdf,17,,References,,,,,,,"PDF p.17, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D007-0001,D007,02_PDF_Raw/D/D-RDE-02_2021_Ren_TwoPhase_KeroseneAir_RotatingDetonation_Stability.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D007-0002,D007,02_PDF_Raw/D/D-RDE-02_2021_Ren_TwoPhase_KeroseneAir_RotatingDetonation_Stability.pdf,18,,References,,,,,,,"PDF p.18, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D010-0001,D010,02_PDF_Raw/D/D-RDE-05_2023_Salvadori_LiquidDroplet_Combustion_RotatingDetonation.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D010-0002,D010,02_PDF_Raw/D/D-RDE-05_2023_Salvadori_LiquidDroplet_Combustion_RotatingDetonation.pdf,8,,4. Conclusions,,,,,,,"PDF p.8, 4. Conclusions",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D010-0003,D010,02_PDF_Raw/D/D-RDE-05_2023_Salvadori_LiquidDroplet_Combustion_RotatingDetonation.pdf,7,,3. Results and discussion,,,,,,,"PDF p.7, 3. Results and discussion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D011-0001,D011,02_PDF_Raw/D/D-RDE-06_2023_Yao_DropletEvaporation_HydrogenEnhanced_Kerosene_RDE.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D013-0001,D013,02_PDF_Raw/D/D-RDE-08_2024_Cao_DropletSize_EngineSize_KeroseneAir_RDE.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D013-0002,D013,02_PDF_Raw/D/D-RDE-08_2024_Cao_DropletSize_EngineSize_KeroseneAir_RDE.pdf,10,,References,,,,,,,"PDF p.10, References",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D014-0001,D014,02_PDF_Raw/D/D-RDE-09_2025_Li_DropletKinematics_Distribution_Ethanol_RDE.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D014-0002,D014,02_PDF_Raw/D/D-RDE-09_2025_Li_DropletKinematics_Distribution_Ethanol_RDE.pdf,10,,4. Conclusion,,,,,,,"PDF p.10, 4. Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D015-0001,D015,02_PDF_Raw/D/D-RDE-10_2026_Qin_SprayCharacteristics_KeroseneAir_DetonationModes.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D015-0002,D015,02_PDF_Raw/D/D-RDE-10_2026_Qin_SprayCharacteristics_KeroseneAir_DetonationModes.pdf,16,,7. Conclusion,,,,,,,"PDF p.16, 7. Conclusion",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D015-0003,D015,02_PDF_Raw/D/D-RDE-10_2026_Qin_SprayCharacteristics_KeroseneAir_DetonationModes.pdf,17,,Appendix A,,,,,,,"PDF p.17, Appendix A",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D016-0001,D016,02_PDF_Raw/D/D-DW-01_2025_Yang_DetonationWave_DropletBreakup_DiameterMach.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-D016-0002,D016,02_PDF_Raw/D/D-DW-01_2025_Yang_DetonationWave_DropletBreakup_DiameterMach.pdf,2,,ABSTRACT,,,,,,,"PDF p.2, ABSTRACT",complete,verified,Exact page boundary verified in machine-readable full text; no figure digitization.
LOC-A003-0001,A003,02_PDF_Raw/A/A-NG-03_2015_Li_Performance_HeatRelease_PilotIgnited_NG.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A003-0002,A003,02_PDF_Raw/A/A-NG-03_2015_Li_Performance_HeatRelease_PilotIgnited_NG.pdf,6,,1. Introduction,,,,,,,"PDF p.6, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A003-0003,A003,02_PDF_Raw/A/A-NG-03_2015_Li_Performance_HeatRelease_PilotIgnited_NG.pdf,9,,4. Conclusions,,,,,,,"PDF p.9, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A004-0001,A004,02_PDF_Raw/A/A-NG-04_2015_Zhang_Combustion_Emissions_DirectInjected_NG_PilotDiesel.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A004-0002,A004,02_PDF_Raw/A/A-NG-04_2015_Zhang_Combustion_Emissions_DirectInjected_NG_PilotDiesel.pdf,11,,References,,,,,,,"PDF p.11, References",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A010-0001,A010,02_PDF_Raw/A/A-NG-10_2019_Li_PartiallyPremixed_Combustion_DirectInjection_NG.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A010-0002,A010,02_PDF_Raw/A/A-NG-10_2019_Li_PartiallyPremixed_Combustion_DirectInjection_NG.pdf,14,,5. Results and discussion,,,,,,,"PDF p.14, 5. Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A010-0003,A010,02_PDF_Raw/A/A-NG-10_2019_Li_PartiallyPremixed_Combustion_DirectInjection_NG.pdf,16,,6. Conclusion,,,,,,,"PDF p.16, 6. Conclusion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A015-0001,A015,02_PDF_Raw/A/A-NG-15_2023_Chen_OperatingParameters_Soot_HPDI_CombustionModes.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A015-0002,A015,02_PDF_Raw/A/A-NG-15_2023_Chen_OperatingParameters_Soot_HPDI_CombustionModes.pdf,16,,4. Conclusions,,,,,,,"PDF p.16, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A017-0001,A017,02_PDF_Raw/A/A-NG-17_2026_Yang_InjectorStructure_InjectionPressure_Commercial_HPDI.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A017-0002,A017,02_PDF_Raw/A/A-NG-17_2026_Yang_InjectorStructure_InjectionPressure_Commercial_HPDI.pdf,10,,4.2. Outlook,,,,,,,"PDF p.10, 4.2. Outlook",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A019-0001,A019,02_PDF_Raw/A/A-H2-02_2022_Liu_HydrogenMainFuel_DieselPilot_DirectInjection.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A019-0002,A019,02_PDF_Raw/A/A-H2-02_2022_Liu_HydrogenMainFuel_DieselPilot_DirectInjection.pdf,5,,Results and discussion,,,,,,,"PDF p.5, Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A019-0003,A019,02_PDF_Raw/A/A-H2-02_2022_Liu_HydrogenMainFuel_DieselPilot_DirectInjection.pdf,12,,references,,,,,,,"PDF p.12, references",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A023-0001,A023,02_PDF_Raw/A/A-H2-06_2024_Liu_SplitInjection_HighPressure_HydrogenDI.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A023-0002,A023,02_PDF_Raw/A/A-H2-06_2024_Liu_SplitInjection_HighPressure_HydrogenDI.pdf,13,,4. Conclusions,,,,,,,"PDF p.13, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A027-0001,A027,02_PDF_Raw/A/A-R-01_2020_Li_Review_HPDI_NaturalGas_CombustionEmissionsPerformance.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A027-0002,A027,02_PDF_Raw/A/A-R-01_2020_Li_Review_HPDI_NaturalGas_CombustionEmissionsPerformance.pdf,9,,1. Introduction,,,,,,,"PDF p.9, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A027-0003,A027,02_PDF_Raw/A/A-R-01_2020_Li_Review_HPDI_NaturalGas_CombustionEmissionsPerformance.pdf,13,,5. Conclusions,,,,,,,"PDF p.13, 5. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B001-0001,B001,02_PDF_Raw/B/B-T-01_2012_Velikorodny_NearField_HighlyUnderexpanded_TurbulentGasJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B001-0002,B001,02_PDF_Raw/B/B-T-01_2012_Velikorodny_NearField_HighlyUnderexpanded_TurbulentGasJets.pdf,6,,modeling,,,,,,,"PDF p.6, modeling",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B001-0003,B001,02_PDF_Raw/B/B-T-01_2012_Velikorodny_NearField_HighlyUnderexpanded_TurbulentGasJets.pdf,9,,references,,,,,,,"PDF p.9, references",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B010-0001,B010,02_PDF_Raw/B/B-H2-05_2016_Li_LES_Underexpanded_Nitrogen_HydrogenJets.pdf,1,,Introduction,,,,,,,"PDF p.1, Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B010-0002,B010,02_PDF_Raw/B/B-H2-05_2016_Li_LES_Underexpanded_Nitrogen_HydrogenJets.pdf,2,,Introduction,,,,,,,"PDF p.2, Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B010-0003,B010,02_PDF_Raw/B/B-H2-05_2016_Li_LES_Underexpanded_Nitrogen_HydrogenJets.pdf,8,,Conclusion,,,,,,,"PDF p.8, Conclusion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B014-0001,B014,02_PDF_Raw/B/B-H2-09_2020_Zhao_Microscopic_Transient_Underexpanded_HydrogenJets.pdf,1,,abstract,,,,,,,"PDF p.1, abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B014-0002,B014,02_PDF_Raw/B/B-H2-09_2020_Zhao_Microscopic_Transient_Underexpanded_HydrogenJets.pdf,6,,"results. Overall, the value of G is about 3 for a single-hole",,,,,,,"PDF p.6, results. Overall, the value of G is about 3 for a single-hole",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B014-0003,B014,02_PDF_Raw/B/B-H2-09_2020_Zhao_Microscopic_Transient_Underexpanded_HydrogenJets.pdf,8,,references,,,,,,,"PDF p.8, references",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B015-0001,B015,02_PDF_Raw/B/B-H2-10_2020_Wang_Visualization_OutwardOpening_HydrogenJet.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B015-0002,B015,02_PDF_Raw/B/B-H2-10_2020_Wang_Visualization_OutwardOpening_HydrogenJet.pdf,2,,2.1. Experimental setup,,,,,,,"PDF p.2, 2.1. Experimental setup",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B015-0003,B015,02_PDF_Raw/B/B-H2-10_2020_Wang_Visualization_OutwardOpening_HydrogenJet.pdf,8,,4. Conclusions,,,,,,,"PDF p.8, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B020-0001,B020,02_PDF_Raw/B/B-NG-05_2023_Lei_HighPressure_MethaneJet_SingleHoleInjector.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B020-0002,B020,02_PDF_Raw/B/B-NG-05_2023_Lei_HighPressure_MethaneJet_SingleHoleInjector.pdf,12,,4. Conclusions,,,,,,,"PDF p.12, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B022-0001,B022,02_PDF_Raw/B/B-E-02_2023_Anaclerio_GasDynamics_Mixing_CrossSection_HydrogenJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B022-0002,B022,02_PDF_Raw/B/B-E-02_2023_Anaclerio_GasDynamics_Mixing_CrossSection_HydrogenJets.pdf,24,,4. Results,,,,,,,"PDF p.24, 4. Results",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B022-0003,B022,02_PDF_Raw/B/B-E-02_2023_Anaclerio_GasDynamics_Mixing_CrossSection_HydrogenJets.pdf,27,,5. Conclusions,,,,,,,"PDF p.27, 5. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B025-0001,B025,02_PDF_Raw/B/B-E-05_2024_Duronio_CFD_Hydrogen_Methane_UnderexpandedJets.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B025-0002,B025,02_PDF_Raw/B/B-E-05_2024_Duronio_CFD_Hydrogen_Methane_UnderexpandedJets.pdf,10,,1. Introduction,,,,,,,"PDF p.10, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B025-0003,B025,02_PDF_Raw/B/B-E-05_2024_Duronio_CFD_Hydrogen_Methane_UnderexpandedJets.pdf,11,,6. Conclusions,,,,,,,"PDF p.11, 6. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B026-0001,B026,02_PDF_Raw/B/B-E-06_2024_Caramia_URANS_Underexpanded_HydrogenJets_ICE.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B026-0002,B026,02_PDF_Raw/B/B-E-06_2024_Caramia_URANS_Underexpanded_HydrogenJets_ICE.pdf,6,,4. Results,,,,,,,"PDF p.6, 4. Results",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B026-0003,B026,02_PDF_Raw/B/B-E-06_2024_Caramia_URANS_Underexpanded_HydrogenJets_ICE.pdf,9,,5. Conclusions,,,,,,,"PDF p.9, 5. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-B027-0001,B027,02_PDF_Raw/B/B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,1,,ABSTRACT,,,,,,,"PDF p.1, ABSTRACT",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
