paper_id,source_record_id,reading_tier,case_id,condition_id,time_or_stage,spatial_location,parameter_group,parameter_name,reported_value,reported_unit,normalized_value,normalized_unit,value_status,definition,source_location,source_type,extraction_status,verification_status,notes,parameter_record_id,context_id,parameter_role,parameter_context,reference_frame,state_qualifier,event_id,interval_id,history_id,ratio_id,dimensionless_definition_id,process_relation_id,source_locator_id,sign_convention,missing_reason,schema_version
C025,C-ST-05,tier1,ALL,ALL,,,droplet_initial,droplet_diameter_initial,100,um,,,reported,Initial water-droplet diameter.,"PDF p.3, Section III, Fig.1, Eq. (13)",text,complete,verified,Same in both cases.,PAR-C025-0002,CTX-C025-ALL-ALL,model_input,shock_droplet,,,,,,,,,LOC-C025-0002,,,1.1
C025,C-ST-05,tier1,ALL,ALL,,,dimensionless_numbers,reference_velocity,NV,,,,NV,Ur in tau and We.,"PDF p.3, Section III, Fig.1, Eq. (13)",equation,complete,verified,No calculation generated.,PAR-C025-0003,CTX-C025-ALL-ALL,model_input,post_shock_freestream,droplet_fixed,,,,,,,,LOC-C025-0002,,Analytic post-shock relative speed is defined but no numeric value is tabulated in the source location.,1.1
C025,C-ST-05,tier1,ALL,ALL,,,dimensionless_numbers,reference_density,NV,,,,NV,rho_g in tau and We.,"PDF p.3, Section III, Fig.1, Eq. (13)",equation,complete,verified,No calculation generated.,PAR-C025-0004,CTX-C025-ALL-ALL,model_input,post_shock_freestream,,,,,,,,,LOC-C025-0002,,Analytic post-shock gas density is defined but no numeric value is tabulated in the source location.,1.1
C025,C-ST-05,tier1,ALL,ALL,,,droplet_initial,surface_tension,NV,,,,NV,Water surface tension used in We.,"PDF p.3, Section III, Fig.1, Eq. (13)",equation,complete,verified,No external lookup.,PAR-C025-0005,CTX-C025-ALL-ALL,model_input,water_droplet,,,,,,,,,LOC-C025-0002,,The numerical surface-tension value is not explicitly reported in the verified setup passage.,1.1
C025,C-ST-05,tier1,C025-M2,C025-M2,,,shock_structure,M_s,2,,,,reported,Incident shock Mach number.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0006,CTX-C025-C025-M2-C025-M2,model_input,incident_shock,laboratory,,,,,,,,LOC-C025-0006,,,1.1
C025,C-ST-05,tier1,C025-M3,C025-M3,,,shock_structure,M_s,3,,,,reported,Incident shock Mach number.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0007,CTX-C025-C025-M3-C025-M3,model_input,incident_shock,laboratory,,,,,,,,LOC-C025-0006,,,1.1
C025,C-ST-05,tier1,C025-M2,C025-M2,,,dimensionless_numbers,We_reported,822,,,,reported,We based on analytic post-shock gas state and initial diameter.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0008,CTX-C025-C025-M2-C025-M2,model_input,post_shock_freestream,,,,,,,DIM-C025-001,,LOC-C025-0006,,,1.1
C025,C-ST-05,tier1,C025-M3,C025-M3,,,dimensionless_numbers,We_reported,3760,,,,reported,We based on analytic post-shock gas state and initial diameter.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0009,CTX-C025-C025-M3-C025-M3,model_input,post_shock_freestream,,,,,,,DIM-C025-002,,LOC-C025-0006,,,1.1
C025,C-ST-05,tier1,ALL,ALL,,,breakup_products,child_droplet_distribution,"bimodal log-normal at tau=2, peaks d/d0 approximately 0.004 and 0.01",,,,reported,Number-weighted PDFs of contiguous-liquid-region Sauter mean diameters.,"PDF p.6, Figs.7-8",text,complete,verified,"Explicit textual peak values, not figure digitization.",PAR-C025-0010,CTX-C025-ALL-ALL,simulated_output,secondary_droplets,,,,,HIST-C025-001,,,,LOC-C025-0004,,,1.1
C025,C-ST-05,tier1,C025-M2,C025-M2,,,phase_change,mass_loss_fraction,61,%,,,reported,Fraction of initial liquid mass transferred into droplets below 5 um at stated tau; no evaporation modeled.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0011,CTX-C025-C025-M2-C025-M2,simulated_output,atomization_degree,,,,,HIST-C025-001,,,,LOC-C025-0006,,,1.1
C025,C-ST-05,tier1,C025-M3,C025-M3,,,phase_change,mass_loss_fraction,71,%,,,reported,Fraction of initial liquid mass transferred into droplets below 5 um at stated tau; no evaporation modeled.,"PDF p.8, Conclusions",text,complete,verified,,PAR-C025-0012,CTX-C025-C025-M3-C025-M3,simulated_output,atomization_degree,,,,,HIST-C025-002,,,,LOC-C025-0006,,,1.1
C035,C-MD-03,tier1,ALL,ALL,,,study_context,study_type,experimental,,,,reported,Shock-tube tandem-droplet shadowgraph experiment.,"PDF pp.3-4, Section II, Figs.1-3",text,complete,verified,Primary experiment.,PAR-C035-0001,CTX-C035-ALL-ALL,classification,tandem_droplet,,,,,,,,,LOC-C035-0002,,,1.1
C035,C-MD-03,tier1,ALL,ALL,,,droplet_initial,droplet_diameter_initial,approximately 2,mm,,,reported,Equivalent initial diameter of each water droplet.,"PDF p.4, Table I, Eqs. (3)-(4)",text,complete,verified,Approximate source value.,PAR-C035-0002,CTX-C035-ALL-ALL,measured_input,tandem_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,ALL,ALL,,,spray_initial,S_over_D,1.2-10.5; seven values per flow condition,,,,reported,"S=s/d0, on-center streamwise separation normalized by initial diameter.","PDF p.4, Table I, Eqs. (3)-(4)",text,complete,verified,Exact per-case values are figure/matrix based and not digitized.,PAR-C035-0003,CTX-C035-ALL-ALL,experimental_control,tandem_streamwise,laboratory,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W13,C035-W13,,,dimensionless_numbers,We_reported,13,,,,reported,We=rho_g ug^2 d0/sigma using simulated post-shock gas density and velocity.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0004,CTX-C035-C035-W13-C035-W13,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W24,C035-W24,,,dimensionless_numbers,We_reported,24,,,,reported,We=rho_g ug^2 d0/sigma using simulated post-shock gas density and velocity.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0005,CTX-C035-C035-W24-C035-W24,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W70,C035-W70,,,dimensionless_numbers,We_reported,70,,,,reported,We=rho_g ug^2 d0/sigma using simulated post-shock gas density and velocity.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0006,CTX-C035-C035-W70-C035-W70,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W180,C035-W180,,,dimensionless_numbers,We_reported,180,,,,reported,We=rho_g ug^2 d0/sigma using simulated post-shock gas density and velocity.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0007,CTX-C035-C035-W180-C035-W180,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W13,C035-W13,,,dimensionless_numbers,Re_reported,2500,,,,reported,Re_infinity=rho_g ug d0/mu_g.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0008,CTX-C035-C035-W13-C035-W13,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W24,C035-W24,,,dimensionless_numbers,Re_reported,3400,,,,reported,Re_infinity=rho_g ug d0/mu_g.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0009,CTX-C035-C035-W24-C035-W24,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W70,C035-W70,,,dimensionless_numbers,Re_reported,6100,,,,reported,Re_infinity=rho_g ug d0/mu_g.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0010,CTX-C035-C035-W70-C035-W70,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W180,C035-W180,,,dimensionless_numbers,Re_reported,10000,,,,reported,Re_infinity=rho_g ug d0/mu_g.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0011,CTX-C035-C035-W180-C035-W180,experimental_control,post_shock_freestream,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W13,C035-W13,,,dimensionless_numbers,Oh_reported,0.0024,,,,reported,Oh=mu_d/sqrt(rho_d d0 sigma).,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0012,CTX-C035-C035-W13-C035-W13,measured_input,water_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W24,C035-W24,,,dimensionless_numbers,Oh_reported,0.0024,,,,reported,Oh=mu_d/sqrt(rho_d d0 sigma).,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0013,CTX-C035-C035-W24-C035-W24,measured_input,water_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W70,C035-W70,,,dimensionless_numbers,Oh_reported,0.0023,,,,reported,Oh=mu_d/sqrt(rho_d d0 sigma).,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0014,CTX-C035-C035-W70-C035-W70,measured_input,water_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W180,C035-W180,,,dimensionless_numbers,Oh_reported,0.0024,,,,reported,Oh=mu_d/sqrt(rho_d d0 sigma).,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0015,CTX-C035-C035-W180-C035-W180,measured_input,water_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W13,C035-W13,,,droplet_response,breakup_regime,bag breakup,,,,reported,Lead/isolated-droplet morphology for the flow condition.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0016,CTX-C035-C035-W13-C035-W13,classification,lead_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W24,C035-W24,,,droplet_response,breakup_regime,bag and stamen,,,,reported,Lead/isolated-droplet morphology for the flow condition.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0017,CTX-C035-C035-W24-C035-W24,classification,lead_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W70,C035-W70,,,droplet_response,breakup_regime,multibag breakup,,,,reported,Lead/isolated-droplet morphology for the flow condition.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0018,CTX-C035-C035-W70-C035-W70,classification,lead_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W180,C035-W180,,,droplet_response,breakup_regime,shear stripping,,,,reported,Lead/isolated-droplet morphology for the flow condition.,"PDF p.4, Table I, Eqs. (3)-(4)",table,complete,verified,,PAR-C035-0019,CTX-C035-C035-W180-C035-W180,classification,lead_droplet,,,,,,,,,LOC-C035-0003,,,1.1
C035,C-MD-03,tier1,C035-W13,C035-W13,,,droplet_response,deformation_time,1.19,T,,,reported,Lead-droplet nondimensional time of minimum streamwise diameter/initial-deformation end.,"PDF p.10, Table II, Eqs. (5)-(6)",table,complete,verified,,PAR-C035-0020,CTX-C035-C035-W13-C035-W13,measured_output,lead_droplet,,,,,,,,,LOC-C035-0005,,,1.1
C035,C-MD-03,tier1,C035-W24,C035-W24,,,droplet_response,deformation_time,1.08,T,,,reported,Lead-droplet nondimensional time of minimum streamwise diameter/initial-deformation end.,"PDF p.10, Table II, Eqs. (5)-(6)",table,complete,verified,,PAR-C035-0021,CTX-C035-C035-W24-C035-W24,measured_output,lead_droplet,,,,,,,,,LOC-C035-0005,,,1.1
C035,C-MD-03,tier1,C035-W70,C035-W70,,,droplet_response,deformation_time,0.83,T,,,reported,Lead-droplet nondimensional time of minimum streamwise diameter/initial-deformation end.,"PDF p.10, Table II, Eqs. (5)-(6)",table,complete,verified,,PAR-C035-0022,CTX-C035-C035-W70-C035-W70,measured_output,lead_droplet,,,,,,,,,LOC-C035-0005,,,1.1
C035,C-MD-03,tier1,C035-W180,C035-W180,,,droplet_response,deformation_time,0.71,T,,,reported,Lead-droplet nondimensional time of minimum streamwise diameter/initial-deformation end.,"PDF p.10, Table II, Eqs. (5)-(6)",table,complete,verified,,PAR-C035-0023,CTX-C035-C035-W180-C035-W180,measured_output,lead_droplet,,,,,,,,,LOC-C035-0005,,,1.1
C035,C-MD-03,tier1,ALL,ALL,,,spray_initial,S_over_D,critical spacing decreases from 10.8 at We=13 to 5.4 at We=180,,,,reported,Boundary below which tandem interaction must be considered.,"PDF p.5, Fig.4",text,complete,verified,Two explicit endpoint values; intermediate curve not digitized.,PAR-C035-0024,CTX-C035-ALL-ALL,measured_output,interaction_threshold,,,,,,,,,LOC-C035-0004,,,1.1
D018,D-DW-03,tier1,ALL,ALL,,,study_context,study_type,experimental,,,,reported,Detonation-tube droplet-breakup experiment.,"PDF p.1, Abstract",text,complete,verified,Primary experiment.,PAR-D018-0001,CTX-D018-ALL-ALL,classification,detonation_droplet,,,,,,,,,LOC-D018-0001,,,1.1
D018,D-DW-03,tier1,D018-A,ALL,,,droplet_initial,surface_tension,0.0728,N/m,,,reported,Water surface tension used in Table 1.,"PDF p.3, Table 1",table,complete,verified,Reported table caption.,PAR-D018-0002,CTX-D018-D018-A-ALL,material_property,water_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,ALL,,,droplet_initial,surface_tension,0.0245,N/m,,,reported,RP-3 surface tension used in Table 1.,"PDF p.3, Table 1",table,complete,verified,Reported table caption.,PAR-D018-0003,CTX-D018-D018-B-ALL,material_property,RP3_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A1,,,rde_detonation,detonation_wave_Mach,6.03,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0004,CTX-D018-D018-A-A1,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A2,,,rde_detonation,detonation_wave_Mach,6.74,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0005,CTX-D018-D018-A-A2,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A3,,,rde_detonation,detonation_wave_Mach,7.03,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0006,CTX-D018-D018-A-A3,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A4,,,rde_detonation,detonation_wave_Mach,6.99,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0007,CTX-D018-D018-A-A4,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A5,,,rde_detonation,detonation_wave_Mach,6.74,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0008,CTX-D018-D018-A-A5,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A6,,,rde_detonation,detonation_wave_Mach,6.50,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0009,CTX-D018-D018-A-A6,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B1,,,rde_detonation,detonation_wave_Mach,6.60,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0010,CTX-D018-D018-B-B1,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B2,,,rde_detonation,detonation_wave_Mach,6.03,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0011,CTX-D018-D018-B-B2,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B3,,,rde_detonation,detonation_wave_Mach,6.03,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0012,CTX-D018-D018-B-B3,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B4,,,rde_detonation,detonation_wave_Mach,7.07,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0013,CTX-D018-D018-B-B4,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B5,,,rde_detonation,detonation_wave_Mach,6.29,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0014,CTX-D018-D018-B-B5,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B6,,,rde_detonation,detonation_wave_Mach,6.88,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0015,CTX-D018-D018-B-B6,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B7,,,rde_detonation,detonation_wave_Mach,7.07,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0016,CTX-D018-D018-B-B7,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B8,,,rde_detonation,detonation_wave_Mach,6.03,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0017,CTX-D018-D018-B-B8,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B9,,,rde_detonation,detonation_wave_Mach,6.88,,,,reported,Measured detonation speed divided by reactant sound speed; laboratory frame.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0018,CTX-D018-D018-B-B9,measured_input,detonation_front,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A1,,,droplet_initial,droplet_diameter_initial,0.25,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0019,CTX-D018-D018-A-A1,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A2,,,droplet_initial,droplet_diameter_initial,0.73,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0020,CTX-D018-D018-A-A2,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A3,,,droplet_initial,droplet_diameter_initial,0.80,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0021,CTX-D018-D018-A-A3,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A4,,,droplet_initial,droplet_diameter_initial,0.80,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0022,CTX-D018-D018-A-A4,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A5,,,droplet_initial,droplet_diameter_initial,0.93,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0023,CTX-D018-D018-A-A5,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A6,,,droplet_initial,droplet_diameter_initial,1.20,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0024,CTX-D018-D018-A-A6,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B1,,,droplet_initial,droplet_diameter_initial,0.27,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0025,CTX-D018-D018-B-B1,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B2,,,droplet_initial,droplet_diameter_initial,0.53,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0026,CTX-D018-D018-B-B2,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B3,,,droplet_initial,droplet_diameter_initial,0.53,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0027,CTX-D018-D018-B-B3,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B4,,,droplet_initial,droplet_diameter_initial,0.53,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0028,CTX-D018-D018-B-B4,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B5,,,droplet_initial,droplet_diameter_initial,0.60,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0029,CTX-D018-D018-B-B5,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B6,,,droplet_initial,droplet_diameter_initial,0.67,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0030,CTX-D018-D018-B-B6,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B7,,,droplet_initial,droplet_diameter_initial,0.73,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0031,CTX-D018-D018-B-B7,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B8,,,droplet_initial,droplet_diameter_initial,1.20,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0032,CTX-D018-D018-B-B8,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-B,B9,,,droplet_initial,droplet_diameter_initial,1.27,mm,,,reported,Initial droplet diameter.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0033,CTX-D018-D018-B-B9,measured_input,single_droplet,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.03,,,shock_structure,post_shock_velocity,1407.99,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0034,CTX-D018-ALL-Ma6.03,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.29,,,shock_structure,post_shock_velocity,1445.98,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0035,CTX-D018-ALL-Ma6.29,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.50,,,shock_structure,post_shock_velocity,1477.62,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0036,CTX-D018-ALL-Ma6.50,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.60,,,shock_structure,post_shock_velocity,1492.20,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0037,CTX-D018-ALL-Ma6.60,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.74,,,shock_structure,post_shock_velocity,1512.13,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0038,CTX-D018-ALL-Ma6.74,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.88,,,shock_structure,post_shock_velocity,1532.56,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0039,CTX-D018-ALL-Ma6.88,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma6.99,,,shock_structure,post_shock_velocity,1549.18,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0040,CTX-D018-ALL-Ma6.99,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma7.03,,,shock_structure,post_shock_velocity,1555.59,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0041,CTX-D018-ALL-Ma7.03,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,ALL,Ma7.07,,,shock_structure,post_shock_velocity,1558.89,m/s,,,reported,Representative post-detonation velocity averaged between induction-zone and CJ states.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0042,CTX-D018-ALL-Ma7.07,model_input,post_detonation_average,laboratory,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A1,,,dimensionless_numbers,We_reported,30990,,,,reported,We=rho_g ug^2 d0/sigma using the paper's averaged post-detonation state.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0043,CTX-D018-D018-A-A1,measured_input,post_detonation_average,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A2,,,dimensionless_numbers,We_reported,106499,,,,reported,We=rho_g ug^2 d0/sigma using the paper's averaged post-detonation state.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0044,CTX-D018-D018-A-A2,measured_input,post_detonation_average,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A3,,,dimensionless_numbers,We_reported,124364,,,,reported,We=rho_g ug^2 d0/sigma using the paper's averaged post-detonation state.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0045,CTX-D018-D018-A-A3,measured_input,post_detonation_average,,,,,,,,,LOC-D018-0003,,,1.1
D018,D-DW-03,tier1,D018-A,A4,,,dimensionless_numbers,We_reported,123224,,,,reported,We=rho_g ug^2 d0/sigma using the paper's averaged post-detonation state.,"PDF p.3, Table 1",table,complete,verified,,PAR-D018-0046,CTX-D018-D018-A-A4,measured_input,post_detonation_average,,,,,,,,,LOC-D018-0003,,,1.1
